sourceAccount,targetAccount,amount,currency,transactionDate,isInternational
ES1293861731104936177552,ES6211592076250631028279,2183.18,USD,2025-02-12 11:13:10.326135,True
ES9473626625944376556457,ES0255045576612880504025,3735.56,USD,2025-02-15 18:57:40.567840,False
ES8524355576964248851262,ES9393052673632474562322,4751.15,USD,2025-02-10 11:36:12.760749,True
ES3995806552057249624493,ES0515259602341080344182,4193.05,USD,2025-02-14 16:04:44.782309,True
ES1582187380075359789129,ES7771322440795298295946,2946.03,USD,2025-01-26 08:58:07.579629,True
ES5879523531570968647901,ES4856125206350359121167,3628.74,EUR,2025-01-20 01:05:06.525410,True
ES8758698401638121800738,ES4567656082945186236174,2446.23,GTQ,2025-01-09 21:21:23.008407,True
ES1835939052414214173306,ES5902804910874772027658,4322.58,GTQ,2025-01-04 04:18:51.494132,True
ES9585431982811127028794,ES5418010976654172154505,3181.97,EUR,2025-01-21 05:45:03.467319,False
ES7869629011629833425696,ES1517403857591446027919,1475.89,GTQ,2025-01-25 23:00:22.029311,True
ES1036926724253675300601,ES4513979835584243090405,3886.55,EUR,2025-01-26 07:49:42.575232,True
ES7845478503346769577838,ES5118483061527090783173,4258.82,EUR,2025-02-12 03:33:31.316645,False
ES0587041321981719422919,ES7104927602179159545723,709.16,EUR,2025-02-21 07:59:15.017018,True
ES9229842031464894698541,ES5139814675593946310519,1924.81,EUR,2025-01-08 11:48:58.229702,True
ES4841671455635145927022,ES9689997341067194392167,341.76,GTQ,2025-01-06 18:50:41.498101,False
ES1390982630740411341356,ES2956108052142979125835,3217.8,GTQ,2025-01-23 18:46:13.483051,False
ES3978714505440472960131,ES6802761233148830962115,3792.09,GTQ,2025-02-22 15:58:42.718456,True
ES0892125347735569441976,ES5673915774716500670391,2198.97,EUR,2025-02-16 13:30:04.941047,True
ES2231563990443584749457,ES5259111326649151085979,234.46,USD,2025-01-03 04:06:14.295285,False
ES9496661592173219289961,ES5363200192253803546268,902.71,EUR,2025-02-02 14:44:40.948095,False
ES5784701673350546355970,ES9010327256851104163294,3612.81,USD,2025-01-16 15:19:04.472712,False
ES5114079332969209184911,ES2230428648402326599594,4627.54,EUR,2025-02-08 03:06:18.330896,False
ES2805381208960575879491,ES8906100541091767286106,911.03,GTQ,2025-01-28 05:44:26.435176,True
ES9368541042435344190577,ES1898146578582526675399,1510.44,USD,2025-01-04 21:12:23.212841,True
ES1791550426384843723579,ES1999300954353977475906,4626.51,EUR,2025-01-25 23:26:12.647974,False
ES7877704726562020501074,ES9249056240926109063785,3481.82,EUR,2025-02-09 22:54:44.358664,False
ES0586072653337532709378,ES3108606602116884916355,4149.0,USD,2025-01-09 00:32:36.462376,False
ES9116251818386016055174,ES0932369878488019127078,1310.96,GTQ,2025-01-04 18:10:33.624087,False
ES3227034972230944575629,ES6142112505477522608054,2338.12,EUR,2025-01-04 05:20:40.125108,True
ES5784701673350546355970,ES4102963442817154495374,4375.49,USD,2025-01-21 19:42:34.361485,False
ES8457877235499964646321,ES6908236904048235237686,1617.93,USD,2025-01-29 11:30:57.136091,False
ES3069538700244875139859,ES3889339327436555381925,2182.88,USD,2025-01-24 03:02:20.420048,True
ES4279526641339518911363,ES5997371163861681117349,2646.4,EUR,2025-01-25 20:06:13.160795,True
ES8079412509404978800303,ES4714043038678186949406,3618.2,GTQ,2025-01-25 22:28:56.991429,False
ES2267029249493171628022,ES4535316040900466609583,438.01,USD,2025-01-14 20:59:54.881914,True
ES1986340246302334593681,ES6731305350051803508866,4692.21,EUR,2025-01-28 01:11:17.130391,True
ES2478233592091157035051,ES1228186364336808466347,2678.95,USD,2025-01-07 23:34:04.120729,True
ES3896178778428093438980,ES9410150538506676074124,83.76,GTQ,2025-02-06 17:36:28.011017,True
ES0210866718234445727978,ES6873987325032163105402,495.62,GTQ,2025-02-21 09:54:09.324227,False
ES3737881370348599900573,ES4389425069650716516109,1607.22,EUR,2025-01-18 09:44:17.312021,True
ES7162520422359346117491,ES5646669874649655322228,2276.17,USD,2025-01-28 19:21:31.668169,False
ES3340661764492470050697,ES7703475405837425986817,3261.97,USD,2025-01-29 14:38:30.812524,True
ES2732816690151124698902,ES8336199258690112877893,4111.62,GTQ,2025-02-09 14:26:50.573410,True
ES8379627076613823378138,ES1271582399127901510789,4045.09,USD,2025-01-02 18:23:39.294424,False
ES3725448490603821501501,ES2171449656321763387596,904.24,GTQ,2025-01-01 18:11:44.045099,True
ES4431585309135387295549,ES3391800519726783454689,175.87,USD,2025-01-22 01:03:57.794666,True
ES7224381933775534479749,ES9421710171672466810699,4795.1,EUR,2025-01-22 15:42:27.261576,False
ES5561835311227724425662,ES7419432208455838251684,4712.48,GTQ,2025-02-18 06:16:44.861279,True
ES9820734053237161274409,ES2849579537370079016196,4578.41,USD,2025-02-23 00:23:25.791575,True
ES2230428648402326599594,ES7919329890040210331765,486.93,EUR,2025-02-07 23:27:26.718063,True
ES5891184555099834865499,ES3472452000312339468067,2050.2,USD,2025-01-20 11:08:37.007276,True
ES5139019441124708651287,ES0770089204724029604252,1287.91,GTQ,2025-02-18 01:22:59.925383,True
ES8659762387039383986670,ES2315841346868154497471,4915.69,EUR,2025-02-15 12:11:35.005928,False
ES8304223822699999094759,ES4891379968027356014789,1036.98,GTQ,2025-02-11 01:52:42.157657,True
ES1662296735879005294558,ES4038447944585471933218,4265.87,EUR,2025-01-21 12:15:16.397049,True
ES4349228928769356376410,ES6704954578156295386914,1168.21,GTQ,2025-01-30 08:15:09.506482,True
ES1946209499682793251669,ES6999763226590064130998,888.74,EUR,2025-02-10 16:21:18.724955,False
ES1264600247765451344924,ES5018494269107408422194,147.38,GTQ,2025-01-15 03:33:33.426739,True
ES7132468541023413690609,ES0770089204724029604252,578.22,USD,2025-02-16 02:35:07.004283,False
ES5163585241193976976209,ES8553677744202144178514,1053.29,GTQ,2025-02-19 17:42:36.776732,True
ES3972946371326158755491,ES6302928618404522312312,3212.29,EUR,2025-01-21 23:20:06.226987,True
ES6142112505477522608054,ES8678964286948279323214,4777.23,USD,2025-01-13 18:31:09.352088,True
ES5009225826965800743563,ES4089675695463714289323,3667.36,EUR,2025-01-02 03:06:23.706671,False
ES2644454615773505489935,ES8054443483553851289994,2064.48,EUR,2025-02-22 10:16:32.197684,False
ES0523967906111322118731,ES1235905781210753920651,1528.35,GTQ,2025-01-21 09:21:18.835387,False
ES2231563990443584749457,ES3707942721167129211540,4022.74,GTQ,2025-02-22 08:45:13.818794,False
ES8336199258690112877893,ES0280988875724827735948,34.83,EUR,2025-02-06 21:18:08.711987,False
ES4773521955467951355519,ES7087829818272144442489,1345.44,GTQ,2025-02-04 00:48:04.603837,True
ES4788603228299582800219,ES2907977957935828135573,2920.88,EUR,2025-02-24 04:23:38.993021,True
ES6016109065427838689030,ES0553475490221191374429,2274.55,GTQ,2025-02-14 23:41:36.867277,False
ES0894361898240218266587,ES5488134691569026106159,4336.18,USD,2025-01-16 04:44:52.917423,False
ES4209009530472506016636,ES5511558491563010273330,2755.23,GTQ,2025-01-26 03:17:30.905632,False
ES7705940975407629603431,ES5358039231093948068921,2364.77,USD,2025-01-16 03:18:26.249977,False
ES3391800519726783454689,ES8922832972979375752232,3874.24,EUR,2025-02-17 06:06:57.065194,True
ES4228308673481082476417,ES4862274808486470656267,2027.38,EUR,2025-02-16 13:43:20.768739,True
ES0964307490630788863752,ES7498418487382981304547,3822.51,EUR,2025-01-17 13:40:35.825833,True
ES3590217273298051361626,ES5598509205408114640738,1238.98,GTQ,2025-01-02 17:28:43.328273,True
ES1043751592594872692136,ES0470057682620758110284,2088.61,EUR,2025-01-09 14:56:44.690880,True
ES1422049176798560292008,ES5530834116730447232362,3915.95,EUR,2025-01-18 20:03:27.967395,True
ES6050389439300910142008,ES8969263866011388540788,4246.49,GTQ,2025-02-10 02:12:22.837538,False
ES9542882091495441470713,ES9369066756921235469878,4392.0,EUR,2025-02-13 20:25:44.167827,False
ES5020359765955282094815,ES4150819450766804186098,1595.73,USD,2025-01-03 07:15:58.156512,False
ES0345858616047290418905,ES2554405835570318979256,2907.0,GTQ,2025-01-08 05:16:05.847538,False
ES9734064746602963855805,ES7972574914397916597030,3172.61,GTQ,2025-02-12 04:22:39.437397,False
ES7394621222410622912387,ES4891379968027356014789,778.94,USD,2025-01-07 06:02:58.300142,False
ES4685293177331587604903,ES5415437632889463373008,2966.03,EUR,2025-01-17 20:10:58.909510,True
ES4415089516754370054101,ES4792671701470880647743,418.16,GTQ,2025-02-07 06:08:14.496439,False
ES2732816690151124698902,ES2764708467095519414146,3492.23,EUR,2025-02-14 10:57:18.235761,True
ES8795734425904979212813,ES0894361898240218266587,2739.79,USD,2025-02-05 08:34:17.433241,False
ES8138543112713724357177,ES5439670030329775651848,4701.53,EUR,2025-02-10 05:42:22.270478,False
ES0210866718234445727978,ES1599715808614634966868,2506.05,EUR,2025-01-03 00:12:16.957280,True
ES0948131909644404545915,ES1570576870725776314805,140.41,USD,2025-02-04 17:26:08.298464,False
ES1878184737700995406113,ES5960313181861229896879,744.1,GTQ,2025-01-15 10:22:08.706861,False
ES2849063742375126437843,ES7950528296982669265754,1189.46,GTQ,2025-01-13 18:23:00.006546,True
ES1293861731104936177552,ES2315841346868154497471,1778.88,USD,2025-02-19 13:02:02.355497,True
ES3897580474607185987703,ES1510834583621794386754,4485.72,GTQ,2025-01-13 04:50:31.644955,True
ES7094951154592833575796,ES0515103412079452310678,451.04,USD,2025-02-21 06:58:46.836813,True
ES8710593893241595046210,ES7726777831654942123754,1049.01,USD,2025-02-09 08:19:39.533377,False
ES2320958449833500056315,ES7235512382485400737294,3458.76,USD,2025-01-05 19:10:35.672913,True
ES8453823828900581682706,ES4818657588958113985390,3071.59,EUR,2025-02-09 21:58:04.701328,True
ES1523176626011150575830,ES0827254211964834575435,708.29,GTQ,2025-01-05 16:22:22.430191,False
ES5731487785790851390216,ES5576839922237225635165,597.94,USD,2025-01-08 20:18:50.569049,False
ES9547331781548059571798,ES0841072101468532237216,990.33,EUR,2025-01-22 14:09:37.084822,False
ES0924232575501583420749,ES7710714657980515729343,1623.34,EUR,2025-01-21 02:02:12.463591,True
ES9025668951585071000743,ES6584617318124780959655,4957.56,GTQ,2025-02-20 21:34:06.245883,True
ES1182057138470823559257,ES4721449003568954099982,3515.63,EUR,2025-01-20 13:32:16.428945,False
ES9551558648859107434466,ES3048214493389501226243,4081.56,GTQ,2025-02-25 16:24:42.454287,True
ES5960401648596121685652,ES8596116550594973879014,3742.78,GTQ,2025-02-10 06:27:45.315957,False
ES8261111892521343924279,ES1507383563900060780749,1983.1,GTQ,2025-02-03 18:13:04.389814,False
ES0927133363157148584496,ES1130142245144112936907,3328.07,GTQ,2025-01-07 05:37:19.126012,True
ES3044534302535465235508,ES3340661764492470050697,2073.92,EUR,2025-02-12 22:00:18.549089,False
ES5866618012888423216990,ES5960401648596121685652,451.27,EUR,2025-02-13 11:19:42.489338,False
ES2503738528188098138333,ES5109517735483354531846,2064.35,GTQ,2025-01-24 16:38:28.361222,True
ES4231376491623925261183,ES1951558704637311593281,1111.16,USD,2025-02-12 00:20:43.334139,True
ES4817761077044282383738,ES0644053955694278454177,1954.25,USD,2025-01-11 18:20:06.441589,False
ES9662582318391561421406,ES3707942721167129211540,2860.38,USD,2025-01-03 17:06:07.123311,False
ES2040862046622983345277,ES3215288565109695722457,1242.02,GTQ,2025-01-06 02:20:34.964993,False
ES7877704726562020501074,ES7014270856056787601225,179.1,USD,2025-02-12 19:09:52.130191,True
ES0529187790823759885995,ES3495562918417094267865,1368.16,EUR,2025-01-05 22:52:04.945394,True
ES2637347815936883721825,ES2046056690028162025001,3332.76,EUR,2025-01-12 21:50:39.474109,True
ES6878979870943618713808,ES5673915774716500670391,1375.42,USD,2025-01-12 03:41:02.755580,False
ES3196782120058167565212,ES1366961813063243717279,2821.13,GTQ,2025-02-23 17:32:21.385475,False
ES2279520101943827705735,ES0678048069344676955640,319.76,USD,2025-01-21 04:12:54.476934,False
ES2888106859718929811411,ES5280358744044530664414,1090.39,USD,2025-01-16 18:02:40.721114,False
ES8244008412423051231159,ES2226350606026274502572,464.79,EUR,2025-02-02 18:36:23.887835,True
ES8503889593693451825582,ES0490144684276164916177,2895.93,GTQ,2025-02-14 10:27:55.018328,True
ES8664164497813851929204,ES6387822735761068915372,247.33,EUR,2025-01-10 10:44:56.511973,True
ES1610231607308944366107,ES1130094311377587592980,202.88,GTQ,2025-01-14 18:52:53.411308,False
ES8743670332600065809587,ES6900233487363010999417,4629.89,EUR,2025-02-11 17:10:23.974317,True
ES7394621222410622912387,ES2267029249493171628022,371.05,GTQ,2025-01-13 17:45:22.804065,True
ES1202945315319657248775,ES0586072653337532709378,730.45,USD,2025-01-29 09:18:02.672138,False
ES0474684436232243411722,ES3455793800325302603457,3716.16,EUR,2025-01-28 01:45:34.127719,False
ES6844442248424703344645,ES7120234426294357863021,4441.89,USD,2025-01-05 13:25:17.216418,True
ES5749372169946035044684,ES4609985468382670349378,382.69,USD,2025-01-27 22:05:07.222605,False
ES6327929073748172496066,ES9003637290220644641790,489.88,GTQ,2025-01-04 16:09:15.247220,True
ES9551558648859107434466,ES9767338911274714604365,2722.29,USD,2025-01-30 20:02:41.451597,True
ES7105792376861441410181,ES5598509205408114640738,2407.96,GTQ,2025-01-05 11:03:51.497154,True
ES1173588100904144149178,ES3069538700244875139859,588.87,USD,2025-01-08 22:02:04.935550,True
ES3643845836907049851620,ES3175069096412347911524,1554.09,USD,2025-02-19 13:03:16.447285,True
ES5938870596551987607192,ES7867447137224533456424,2325.01,USD,2025-01-10 02:24:16.836435,True
ES1816530282459903028782,ES0412540466919212554608,2608.57,GTQ,2025-02-18 21:19:02.308712,True
ES5370848613183143592459,ES6731305350051803508866,604.96,GTQ,2025-02-12 08:34:51.950332,False
ES4831454883180766852124,ES8021558370174413072223,1502.38,USD,2025-01-04 01:27:43.091263,False
ES0738131435132869681318,ES1209596357792636793710,384.66,GTQ,2025-02-20 05:38:42.978782,True
ES2909799662197426872422,ES6856238267063602087545,2387.42,GTQ,2025-02-21 14:20:37.831518,False
ES4519414512405747189399,ES5310368506667707016206,1479.87,EUR,2025-01-11 20:10:07.044073,True
ES9829363605359711497748,ES6952831768798184799123,1201.82,USD,2025-01-03 14:07:37.041407,True
ES2046056690028162025001,ES1285551796241303709871,2501.59,GTQ,2025-02-18 17:19:17.652716,True
ES5952356326766057491499,ES8292124859458741739187,619.35,GTQ,2025-01-16 14:47:51.504250,False
ES9240719071384963112194,ES4891379968027356014789,3210.66,USD,2025-01-11 10:30:34.619334,False
ES9103279084870970774050,ES8393982884405312331492,248.95,GTQ,2025-02-02 06:41:18.499308,True
ES7740387598847819839301,ES5163665426941515067674,1684.22,EUR,2025-02-12 10:16:14.598188,True
ES7088903795168589831381,ES6984257033000986378169,3320.66,GTQ,2025-02-18 19:58:05.108999,True
ES1182057138470823559257,ES2268524577885809480910,2038.53,EUR,2025-02-23 19:57:30.389530,False
ES0490750219405157521318,ES1461582275929172885842,4991.72,USD,2025-01-03 17:50:00.163069,False
ES9249056240926109063785,ES3728302302571994869902,4468.17,USD,2025-02-14 18:44:37.063265,True
ES2486707506421912462459,ES9728778215221979394480,1422.15,GTQ,2025-02-20 18:51:19.261463,True
ES2011904692124990272502,ES0682076248700062686096,2338.06,GTQ,2025-01-07 21:53:48.725124,False
ES4074606074444447561782,ES3227034972230944575629,4575.36,EUR,2025-01-15 20:50:21.554509,False
ES8924741836229004917679,ES9829363605359711497748,1418.81,GTQ,2025-01-17 09:50:24.545468,True
ES1255306512600814481000,ES1956519747976435742370,1852.53,GTQ,2025-01-06 19:43:13.271331,False
ES5457343020812070160085,ES7361456224538601291177,1745.86,GTQ,2025-01-23 18:19:56.062284,False
ES0345858616047290418905,ES1046001458219794506033,1826.67,GTQ,2025-02-10 22:36:44.643428,False
ES7525261536938960329993,ES3745800070011883594048,4260.17,USD,2025-02-19 12:02:33.588760,False
ES7303704959557546334046,ES2536002375372445985720,441.25,USD,2025-02-03 15:38:31.558105,False
ES3472452000312339468067,ES5849691462671268700339,3804.5,EUR,2025-02-05 23:47:24.269711,False
ES9811143058390449615952,ES7103530185425668259683,1302.36,USD,2025-01-18 12:30:36.229903,False
ES8797058202566205645495,ES5083394869260595300827,223.74,EUR,2025-01-08 12:54:23.211435,False
ES5523348827469414868688,ES4467420655315157013967,1120.19,EUR,2025-02-17 01:51:00.409745,False
ES1373851925765580538897,ES2840282611829761783968,1310.78,GTQ,2025-01-27 05:19:52.834402,False
ES3400550081218469840218,ES4551242582939820701448,522.01,USD,2025-01-17 12:03:12.578107,True
ES3863313340433713139744,ES7303704959557546334046,4902.52,EUR,2025-02-02 21:19:16.126702,False
ES4498021243647993356761,ES8257062460036222175804,304.38,EUR,2025-02-18 01:36:05.119196,True
ES0892125347735569441976,ES1961666159850370993558,2686.13,USD,2025-02-17 04:01:35.625697,False
ES6614476321468323087289,ES7994569314594447412430,968.95,GTQ,2025-02-07 20:03:41.868634,True
ES1900108504059946623108,ES1426322791194229911015,4352.21,GTQ,2025-02-15 13:27:15.908943,True
ES1264600247765451344924,ES0224201880373073508465,722.7,USD,2025-01-27 10:00:10.799826,True
ES9100092272393340080903,ES2996422971220964095353,783.57,USD,2025-01-15 09:41:13.796747,False
ES5773203226071847832099,ES3063463560484280933024,4332.98,GTQ,2025-02-01 08:25:35.171286,True
ES2345971670373055230451,ES7053487006885787208774,2959.37,EUR,2025-02-23 07:09:34.587829,True
ES2617691976198340548447,ES8013532581583583658487,470.42,GTQ,2025-01-11 02:16:19.690778,False
ES6141822219265752975514,ES8522775737532404546779,4014.64,USD,2025-02-10 14:05:56.150385,False
ES2911000918627972006423,ES8364595964735174171505,517.88,USD,2025-01-28 19:18:39.607570,True
ES4543019069692225395260,ES4922258846648044784903,158.21,EUR,2025-02-12 19:36:14.187890,True
ES4754576503237757580901,ES7395917810234566169750,3901.05,EUR,2025-02-11 17:28:48.107613,True
ES9291992882251588941497,ES8190064993283648131289,3219.21,GTQ,2025-02-10 16:43:18.245616,True
ES3200149142199138602156,ES2667954307485109986660,48.2,EUR,2025-01-18 06:28:30.840465,False
ES5049578284893190093173,ES8419504458912328989141,3504.04,GTQ,2025-01-28 15:58:22.089490,False
ES0644053955694278454177,ES2868825764786808310562,2787.06,USD,2025-02-07 08:01:25.960143,False
ES0881458269253897063042,ES8671900136331895323916,155.76,GTQ,2025-02-05 12:20:37.124350,True
ES4831454883180766852124,ES6379315505579219772866,128.41,EUR,2025-02-16 06:16:45.309010,True
ES2709482350296083600922,ES6081080392652097354346,4551.07,GTQ,2025-01-26 18:33:35.945801,False
ES1529913203442653741365,ES4137714603932255716727,395.23,EUR,2025-01-10 14:28:49.268960,True
ES5987852034370778876144,ES5589438455658886925124,2557.59,USD,2025-01-29 22:52:49.988776,False
ES6081080392652097354346,ES0499076527365304407223,2782.79,EUR,2025-01-03 12:54:39.870432,False
ES6972935249110872930420,ES5596497431385701941785,3147.75,GTQ,2025-01-02 11:52:31.788316,True
ES9100092272393340080903,ES2293505118407064448938,3211.38,GTQ,2025-02-13 21:27:25.291300,True
ES8797058202566205645495,ES4345781824902685652912,1117.84,EUR,2025-01-05 10:05:40.399291,False
ES7376994627887455578513,ES3444387743879646223885,3215.95,USD,2025-01-12 06:40:07.001535,True
ES0496387983098148622411,ES5404241320213711286946,2930.06,USD,2025-01-12 16:14:26.403029,True
ES3942510652768487432136,ES6897575940237752206699,4121.3,GTQ,2025-01-08 22:31:01.004580,False
ES5715455617132415437952,ES3682493618648243942574,4589.38,USD,2025-01-22 14:08:13.619518,False
ES0685341605546750061199,ES0768436012198786977943,78.57,EUR,2025-02-07 22:42:37.076926,False
ES8287520571388023812880,ES0451862188102699518034,4575.68,EUR,2025-01-03 04:01:06.040248,False
ES3724769966395488944717,ES8063234725584646404469,114.07,EUR,2025-02-05 22:59:08.692276,True
ES0768436012198786977943,ES8532395634544473541812,3685.49,EUR,2025-01-08 22:14:08.113232,False
ES9230984060200429269241,ES7303704959557546334046,253.71,EUR,2025-01-21 19:57:50.332159,False
ES1610231607308944366107,ES1857908661210321953380,2603.91,GTQ,2025-02-15 03:43:45.669996,False
ES0942654336446323488703,ES0256778569030889590271,342.72,USD,2025-02-07 23:26:45.882217,False
ES9204080759749504293648,ES9540274163553071791050,2303.89,USD,2025-01-10 07:13:41.363050,False
ES2000024946577503207530,ES8013532581583583658487,1862.56,USD,2025-02-17 22:51:15.332485,True
ES4647346074238792938477,ES5920397484750775847455,728.07,EUR,2025-02-02 20:18:55.793735,True
ES2137250440586916712389,ES3380453447726421438000,2097.09,GTQ,2025-01-30 19:00:52.907504,True
ES2625898603161875413612,ES7671760195595103827764,4495.6,USD,2025-01-26 22:08:44.672205,True
ES0551052106532786260588,ES1493954558478023516829,3178.74,GTQ,2025-01-16 16:17:25.351342,False
ES1480469903016169494169,ES6139695153271626775378,3617.2,GTQ,2025-01-09 01:43:33.325457,True
ES7855630926162511667037,ES1566595662473818349406,4245.91,EUR,2025-01-09 15:02:27.285356,False
ES7949126162076345930615,ES5960401648596121685652,3871.62,EUR,2025-02-25 15:04:16.090600,True
ES7698517704537987899336,ES6235237488637352599154,4383.43,USD,2025-01-21 06:45:43.408175,False
ES5319532150623619878641,ES1946209499682793251669,1209.54,USD,2025-02-04 23:25:31.995142,False
ES8524355576964248851262,ES0672925586839386425959,1514.39,USD,2025-01-17 02:46:06.032945,True
ES8453823828900581682706,ES8705059932284342216694,2277.3,USD,2025-01-09 06:23:07.863323,False
ES1641114264456812681891,ES6574534742982639612068,1661.66,USD,2025-01-21 20:28:54.172608,False
ES7338489702877784347790,ES1967992440613548798679,1644.86,EUR,2025-01-06 13:00:15.083806,False
ES3951461854287178325723,ES3970270121642476968991,4230.76,GTQ,2025-01-11 23:52:25.323921,True
ES5056021490644299973422,ES8524355576964248851262,4172.14,GTQ,2025-02-01 17:20:55.551591,False
ES0942654336446323488703,ES3283898432443310597935,1394.98,EUR,2025-02-09 11:36:30.452345,False
ES4841660495011982802884,ES0779182801687423965981,4983.78,USD,2025-02-19 03:23:07.416000,True
ES2446976755398555736386,ES1423032833191389238432,3106.71,EUR,2025-02-20 17:25:07.419170,False
ES0656477635992740153689,ES3044534302535465235508,4655.28,USD,2025-02-10 13:15:52.271367,False
ES8419504458912328989141,ES9557018839240488675072,4608.9,USD,2025-02-08 08:34:17.066565,False
ES0529187790823759885995,ES1828238194015326888498,1404.88,USD,2025-02-15 03:59:44.584384,False
ES6997995578381864389827,ES7710714657980515729343,4525.06,GTQ,2025-02-02 11:18:32.492827,True
ES6892902768828734833940,ES9014770809081211630725,505.05,EUR,2025-01-20 13:34:56.624864,True
ES7338489702877784347790,ES8596116550594973879014,4147.81,USD,2025-02-05 22:17:45.762743,False
ES3489153859031191542953,ES8037088209725504911844,2325.41,USD,2025-02-02 14:32:10.018349,True
ES6785914450568437895027,ES5984829865676929611119,1211.28,USD,2025-02-15 12:43:09.490696,False
ES2364619004271020017309,ES0417883840724268853588,1057.48,USD,2025-01-30 14:06:19.678164,False
ES1592378497304673811074,ES0523967906111322118731,4098.84,USD,2025-01-07 13:21:11.507667,True
ES8173636240735630530731,ES4826322338986112018824,1160.83,USD,2025-02-15 18:56:46.388301,True
ES4137714603932255716727,ES1880474779265955334487,3903.37,EUR,2025-02-14 06:05:40.014999,True
ES0985634337057704746782,ES8220747398164202396753,234.97,USD,2025-01-15 23:15:45.295786,True
ES2489562849835289160499,ES5662777540390714146439,1204.4,USD,2025-02-09 14:11:40.056787,True
ES6944917967329929588040,ES1043751592594872692136,1136.21,GTQ,2025-02-01 02:53:41.715580,False
ES7133898985201376422757,ES3336588800150159278397,318.35,USD,2025-01-04 18:31:02.492830,True
ES7710714657980515729343,ES3539780326206878294923,2913.02,EUR,2025-02-22 21:40:19.346846,False
ES7234922205904191206147,ES1123128589283269710138,739.66,EUR,2025-02-03 04:36:15.577185,False
ES1536393545334097529725,ES3215288565109695722457,3388.31,GTQ,2025-02-24 11:24:58.798694,False
ES4341064946356027820523,ES7216237337056635830818,3702.41,EUR,2025-01-05 16:57:53.330443,False
ES9496661592173219289961,ES8091455847973650620530,2252.99,GTQ,2025-01-06 09:03:22.762643,True
ES6289212608981349246603,ES7076524774671594568604,1435.42,EUR,2025-01-11 23:33:06.368043,True
ES2506326268166775982201,ES8368472737642461115062,1179.32,EUR,2025-01-29 11:32:46.725533,False
ES9777470298996063290444,ES0470057682620758110284,3911.38,USD,2025-01-21 15:36:50.417302,False
ES1595077725096803863462,ES1123128589283269710138,1455.23,GTQ,2025-01-05 16:42:54.271235,False
ES4527151455165559663487,ES9738604271290946906124,2225.25,GTQ,2025-02-24 01:37:53.952782,True
ES6220541632225493925721,ES4240154579420022045443,4725.45,EUR,2025-02-08 02:44:45.652996,True
ES1962238783704114851688,ES0971633495997926446915,3499.51,USD,2025-01-07 10:58:17.038319,True
ES2665098160056829096363,ES2699759891561026841212,4870.43,EUR,2025-02-12 09:28:34.429790,False
ES1462896888719562990940,ES8336199258690112877893,1706.51,EUR,2025-01-27 12:28:15.309771,True
ES9481278569747398008009,ES5773203226071847832099,3244.03,EUR,2025-01-14 05:06:18.404445,True
ES6848567141298404164020,ES5526265312243854117710,3920.93,USD,2025-02-19 02:00:32.705262,True
ES5573027123905912915004,ES4693608332849750592166,3243.53,EUR,2025-02-26 06:22:24.454181,True
ES5026099521519272994053,ES5651947188537092923630,380.15,GTQ,2025-01-19 02:37:42.525754,True
ES3852156921421739645930,ES3658421150267033062848,1237.07,GTQ,2025-01-24 23:03:24.700264,True
ES9814034394386591696413,ES0559138311681260012974,3134.06,GTQ,2025-01-29 14:43:14.879317,False
ES3360566251268451886930,ES7903655324505667046876,3149.71,EUR,2025-02-02 04:15:30.240083,False
ES9065300877654142720795,ES9700665486206533923016,1237.91,USD,2025-02-23 02:35:19.823067,True
ES0790672432243163958492,ES0892125347735569441976,624.29,EUR,2025-01-23 22:55:32.990683,True
ES6952831768798184799123,ES6276276176789592794515,698.92,GTQ,2025-01-14 02:12:24.885870,False
ES5561835311227724425662,ES0534033160706698525697,1844.5,USD,2025-02-16 21:49:52.851418,False
ES5013320635151448446453,ES1279477089693885565810,1437.47,USD,2025-01-01 20:34:05.746574,False
ES3972946371326158755491,ES6210728895890435969556,209.81,GTQ,2025-01-04 02:08:12.947868,True
ES3090082629343734551471,ES4965850870790651198131,1689.89,USD,2025-01-05 14:01:16.909508,True
ES5897054567391934085273,ES4535316040900466609583,3518.16,USD,2025-02-09 05:07:07.462898,True
ES5735080262497121454491,ES1651851247438643704786,2192.4,GTQ,2025-02-04 13:04:21.671093,False
ES0317771416911997030857,ES1566595662473818349406,1051.37,EUR,2025-01-07 21:17:40.033358,False
ES8670595456533448932599,ES4759792562143731372058,3298.96,USD,2025-01-04 00:36:18.423434,False
ES4974971716387435346868,ES3958246517410413104321,2854.92,EUR,2025-02-25 11:18:35.729009,True
ES4320981450409098702395,ES0382707224332441622240,705.91,USD,2025-01-10 15:08:00.888538,True
ES4995741259476841263331,ES1517403857591446027919,3339.82,USD,2025-01-01 19:05:13.840603,False
ES4027997225314361602367,ES0487820997116947578126,826.7,EUR,2025-02-10 01:03:12.693272,False
ES9655582955357152915896,ES7710714657980515729343,2161.1,USD,2025-02-10 10:38:19.111672,False
ES5784701673350546355970,ES2710724337419643059713,731.05,USD,2025-01-02 14:16:37.228652,False
ES0828889794500058565989,ES7679831553277741840283,1733.68,USD,2025-02-21 15:50:01.189618,False
ES8572209776742916094999,ES1648290793585964248856,1833.5,EUR,2025-02-23 05:28:25.973336,False
ES0482794369812453825273,ES0873410586797756007245,1935.66,EUR,2025-02-07 05:15:28.078243,False
