accountNumber,accountType,balance,createdAt,isActive,currency
ES2190783047934201879687,Corporate,2773.61,2021-08-18,False,USD
ES9065300877654142720795,Savings,18001.8,2022-07-03,False,EUR
ES6391482763265324546600,Corporate,41104.07,2020-07-01,False,EUR
ES9551558648859107434466,Corporate,81500.12,2023-04-07,False,GTQ
ES2397764081572739022947,Corporate,96351.02,2023-05-02,False,EUR
ES2104039948748499734175,Savings,13383.86,2024-06-26,True,USD
ES7714248249229343840887,Savings,81780.85,2023-03-20,True,USD
ES0332544563993097090856,Savings,48630.6,2021-12-27,True,GTQ
ES5576839922237225635165,Savings,44143.06,2021-12-30,True,USD
ES0345858616047290418905,Checking,77202.39,2020-04-27,True,EUR
ES4856125206350359121167,Checking,3159.87,2022-01-07,True,USD
ES2362218206108808747092,Corporate,70557.21,2020-07-24,False,EUR
ES6554979810448968727736,Savings,86119.85,2023-01-02,True,USD
ES6339269988906350508346,Checking,57373.62,2022-11-19,False,USD
ES0476918493869578038243,Checking,1779.55,2021-04-06,False,EUR
ES1036926724253675300601,Checking,73970.75,2021-07-28,False,USD
ES4403689801095032914474,Checking,40568.36,2020-09-29,False,USD
ES6017480049775942907987,Corporate,7009.76,2021-06-13,True,EUR
ES5439670030329775651848,Corporate,32269.16,2024-07-12,True,EUR
ES0672925586839386425959,Corporate,42296.61,2022-06-02,False,USD
ES3362858153155900337895,Checking,62646.97,2022-01-18,False,EUR
ES6386266531424369603648,Corporate,44186.77,2022-10-23,True,EUR
ES2571184309528108009667,Corporate,20027.93,2024-09-21,False,EUR
ES0463999519937347425604,Savings,51255.96,2023-03-22,False,GTQ
ES1507383563900060780749,Corporate,66038.86,2024-08-31,True,EUR
ES4185913772625820613409,Corporate,71427.13,2021-04-02,False,GTQ
ES3551741989356413775964,Corporate,73723.88,2020-05-19,False,USD
ES1235905781210753920651,Corporate,21513.65,2024-04-01,True,GTQ
ES1854173122855393817817,Checking,13780.56,2021-08-07,True,USD
ES9689997341067194392167,Corporate,49726.39,2024-06-01,False,EUR
ES4231376491623925261183,Checking,24237.17,2024-04-25,True,USD
ES0606203047144689829635,Checking,88209.7,2021-02-07,False,GTQ
ES2663594621434670058617,Savings,18296.76,2020-04-27,True,USD
ES1493954558478023516829,Checking,43631.43,2021-07-13,True,USD
ES7175940721818039730790,Corporate,23185.47,2024-02-29,False,EUR
ES0701912530578430656731,Checking,77168.02,2021-10-27,False,USD
ES1592378497304673811074,Corporate,87495.87,2023-03-11,True,GTQ
ES5473965443806688087510,Savings,92736.58,2021-04-25,False,EUR
ES6897575940237752206699,Savings,97491.32,2021-04-12,True,GTQ
ES3380453447726421438000,Savings,51223.27,2021-07-29,True,GTQ
ES2523914462643716314147,Savings,87216.08,2020-12-22,False,USD
ES1168023852898465369545,Corporate,29920.18,2025-02-10,False,GTQ
ES4656241418367313152413,Checking,73522.64,2025-01-25,True,USD
ES1485015517973409645174,Corporate,37009.95,2023-07-01,True,USD
ES2933260650477411352623,Savings,44471.74,2021-06-28,False,USD
ES7295136195508703466991,Savings,83646.52,2023-03-21,False,EUR
ES0529187790823759885995,Checking,50997.25,2022-11-23,True,EUR
ES6289212608981349246603,Checking,71804.77,2022-11-25,False,EUR
ES6770331263676574873263,Corporate,66834.53,2020-11-25,True,GTQ
ES8364812841892765053572,Checking,78934.36,2020-06-29,True,EUR
ES6302928618404522312312,Checking,91883.99,2023-12-22,False,GTQ
ES7710553473001098519412,Corporate,36815.66,2022-02-06,True,EUR
ES7369707062521688048625,Savings,77245.03,2020-06-30,True,USD
ES0224201880373073508465,Checking,32165.65,2023-05-07,True,EUR
ES2271005230050804756774,Savings,39933.36,2024-04-19,True,GTQ
ES6199994225353037442021,Corporate,15944.26,2022-03-15,True,GTQ
ES6119685919419010691156,Corporate,80108.01,2024-03-24,False,EUR
ES4386726386679055109246,Checking,88692.5,2020-04-29,False,GTQ
ES3495562918417094267865,Corporate,32055.83,2020-12-24,False,USD
ES3808994756541461626819,Checking,90120.64,2020-05-04,True,GTQ
ES3019601837794578475471,Checking,45172.72,2024-03-04,True,GTQ
ES7996690079105815420785,Corporate,79045.82,2024-01-25,False,GTQ
ES3161178676684160743037,Checking,88879.81,2021-08-14,False,USD
ES3365133776964766704573,Checking,9343.81,2020-10-13,False,EUR
ES9258795836649852770427,Corporate,72169.17,2023-05-05,True,GTQ
ES6316712742005410563685,Corporate,29108.86,2024-12-28,True,GTQ
ES2104376114988445143975,Corporate,31912.99,2020-04-02,False,GTQ
ES8222999945149665633111,Savings,3318.75,2022-02-24,False,USD
ES7589664888326056827120,Checking,72924.42,2024-06-29,True,GTQ
ES0214439475623676176536,Savings,84316.76,2022-12-29,False,GTQ
ES5608188292488580120402,Corporate,36092.86,2022-09-29,True,GTQ
ES1880012972530079705880,Savings,45424.95,2023-11-24,True,EUR
ES2657065106341599856514,Checking,98312.11,2022-04-04,True,EUR
ES0779182801687423965981,Checking,29169.01,2021-02-27,True,GTQ
ES6258250743665952605226,Checking,52447.0,2023-02-06,True,USD
ES8671900136331895323916,Checking,52128.73,2021-03-25,True,EUR
ES5614038501870649028373,Checking,10700.8,2021-01-08,False,EUR
ES3300058826121935834563,Savings,10132.61,2022-02-14,False,USD
ES2140796401281924127259,Checking,22263.66,2024-05-03,True,EUR
ES1529913203442653741365,Corporate,53099.3,2024-06-17,False,EUR
ES5087846017537700645613,Corporate,50383.9,2024-08-15,False,EUR
ES4535316040900466609583,Corporate,93172.53,2024-12-31,False,GTQ
ES4089675695463714289323,Checking,82557.37,2020-04-11,True,GTQ
ES8379627076613823378138,Savings,48991.68,2021-02-18,False,USD
ES9738604271290946906124,Corporate,51805.36,2022-09-09,True,GTQ
ES9400249647707859804987,Savings,46087.81,2023-06-05,True,GTQ
ES4513979835584243090405,Savings,94462.89,2021-01-21,False,USD
ES1202945315319657248775,Corporate,85379.46,2020-03-31,True,USD
ES4091484754968700693837,Checking,57604.71,2024-04-12,True,GTQ
ES9011057529162147263025,Savings,12656.48,2020-06-17,False,EUR
ES3053907969130283642472,Checking,30104.15,2024-09-08,True,USD
ES0288749091909536064787,Savings,78595.46,2022-11-06,False,USD
ES6710725691336269477379,Checking,89016.66,2020-07-10,True,USD
ES6050389439300910142008,Corporate,49390.57,2024-12-22,True,GTQ
ES4891379968027356014789,Checking,7688.89,2020-09-10,True,EUR
ES2603521484753869243434,Checking,57732.85,2023-07-06,False,EUR
ES5715455617132415437952,Checking,48047.53,2021-12-25,True,USD
ES9789916743215765289964,Corporate,64009.57,2020-11-02,False,GTQ
ES7270304752322224830393,Checking,15749.28,2022-03-21,False,USD
ES4648027735740336727727,Corporate,66785.73,2020-07-19,False,EUR
ES6471276310303055163042,Savings,90124.2,2022-11-17,False,GTQ
ES1999300954353977475906,Savings,95849.87,2020-05-05,False,GTQ
ES8917003093331386299178,Checking,64945.74,2020-07-08,True,GTQ
ES2918046886036277024789,Savings,57627.48,2020-07-15,False,GTQ
ES8650787758905870750215,Corporate,13254.38,2020-07-22,True,USD
ES6552524687215554837659,Corporate,54641.6,2023-08-21,True,GTQ
ES7601309909378698310061,Corporate,19750.19,2021-04-19,False,GTQ
ES1478140193652890571946,Savings,12908.03,2020-06-27,True,USD
ES5278524699043157046349,Checking,78888.95,2020-06-04,True,GTQ
ES4026900767550803777431,Corporate,44978.72,2020-03-30,False,EUR
ES8375689770102595807242,Corporate,5453.38,2020-11-09,True,EUR
ES3424258117254585397605,Checking,18870.29,2021-09-23,True,GTQ
ES8874017322291149771601,Checking,38819.09,2022-09-30,True,USD
ES8152382000716357711002,Savings,54636.15,2023-11-03,False,USD
ES9141560412599434340643,Savings,26299.9,2021-10-16,True,USD
ES1651851247438643704786,Checking,95264.31,2024-03-04,True,USD
ES8515074238872330471533,Corporate,96151.21,2023-04-08,True,USD
ES7120234426294357863021,Corporate,6791.68,2020-08-01,False,USD
ES3731183511877807234408,Checking,15103.59,2023-02-10,False,EUR
ES1158124291347200290237,Checking,94216.17,2022-07-19,True,USD
ES3653485809625841698762,Savings,24722.67,2021-02-23,True,EUR
ES8602522756199717989035,Corporate,75486.61,2020-11-15,False,USD
ES2171449656321763387596,Checking,7002.57,2022-04-25,False,GTQ
ES1590631524663715794004,Checking,7480.36,2021-11-15,True,EUR
ES3664664901865592801643,Corporate,24140.31,2020-10-30,True,EUR
ES9865202212666595522087,Corporate,96383.99,2020-04-23,True,USD
ES4429589532764690137848,Corporate,65503.54,2020-08-13,True,EUR
ES9781041783664564559645,Corporate,41267.85,2024-05-05,True,GTQ
ES1422049176798560292008,Corporate,21142.23,2022-02-21,True,EUR
ES4206852004010012314450,Corporate,98545.56,2023-05-13,True,GTQ
ES0964307490630788863752,Checking,96173.86,2020-11-23,False,USD
ES0258236483936548448388,Savings,81451.73,2020-10-07,False,GTQ
ES0339122708457491708825,Savings,1053.75,2024-08-14,False,EUR
ES1582187380075359789129,Corporate,25838.01,2023-01-03,False,EUR
ES5096484075144215470968,Corporate,22062.66,2021-06-22,False,USD
ES4210927538519278472155,Savings,74179.11,2024-01-02,True,EUR
ES6794445250911863369152,Savings,40135.19,2022-02-19,True,USD
ES1974400961353235622228,Corporate,56091.43,2024-03-12,False,EUR
ES8138543112713724357177,Savings,61434.09,2022-08-01,False,GTQ
ES6193589292584310940203,Checking,63881.82,2023-05-11,False,EUR
ES8526807767454751730087,Savings,66565.43,2023-10-28,False,EUR
ES1744370962262299709468,Savings,46520.13,2022-05-16,False,USD
ES8013532581583583658487,Corporate,14238.85,2024-05-28,True,GTQ
ES8453823828900581682706,Checking,1423.65,2022-12-21,True,GTQ
ES5680225942272104627705,Savings,41903.14,2021-12-21,False,EUR
ES1517403857591446027919,Corporate,9033.73,2021-11-19,True,GTQ
ES1383380762997847011092,Savings,89364.65,2023-01-08,False,GTQ
ES1648715541356419746728,Savings,35946.48,2021-06-19,False,GTQ
ES5613457083640888675663,Checking,39288.35,2022-09-16,True,USD
ES2778210601286484300259,Checking,37677.58,2020-04-08,True,EUR
ES0236649067898586069289,Savings,22930.56,2023-01-22,True,EUR
ES4476142290969589997874,Corporate,92218.47,2022-04-29,False,USD
ES7183441184861734027582,Savings,81811.8,2024-03-27,False,GTQ
ES9246128345735058069932,Savings,24191.54,2023-01-03,False,EUR
ES1514650343842478250459,Savings,28794.88,2020-07-10,True,USD
ES8637348645811733021834,Savings,98442.09,2020-09-13,False,USD
ES2477556152604154111186,Checking,57341.12,2021-06-15,False,USD
ES6528808400094258319583,Corporate,20183.26,2022-02-25,True,USD
ES5136224433798770992559,Corporate,13696.39,2024-08-10,True,USD
ES4800438012097482159348,Checking,93422.78,2022-06-19,True,GTQ
ES3970270121642476968991,Corporate,78443.02,2023-05-13,True,GTQ
ES0919927893022469129931,Savings,99203.18,2023-02-18,False,GTQ
ES0490144684276164916177,Corporate,88427.09,2021-08-30,True,EUR
ES8805953267928791770578,Corporate,67636.88,2023-10-28,True,EUR
ES9103279084870970774050,Checking,84589.81,2022-02-17,False,EUR
ES5836871869115472445979,Savings,68337.17,2024-02-14,False,EUR
ES3808411248478602816760,Checking,52208.43,2024-07-29,True,GTQ
ES7330913638126271260748,Savings,5649.5,2023-06-29,False,GTQ
ES0879098365335031379036,Checking,32307.95,2023-11-18,False,USD
ES8431688460762574908602,Checking,9099.08,2023-04-17,True,GTQ
ES0391890977288016081021,Savings,97831.47,2023-01-31,False,USD
ES1577607097391088541031,Savings,20490.8,2021-01-30,False,EUR
ES6081080392652097354346,Savings,62973.47,2024-02-22,True,USD
ES2230428648402326599594,Checking,43762.95,2024-08-28,True,GTQ
ES9369066756921235469878,Corporate,93571.02,2022-07-27,False,USD
ES5370848613183143592459,Savings,47884.08,2022-05-22,False,USD
ES4932201696085408530337,Checking,52447.83,2022-08-20,True,USD
ES7586505573596200199740,Corporate,62337.09,2022-05-16,True,GTQ
ES7235824981983961876953,Checking,58314.51,2020-04-09,True,USD
ES9621302693870656563596,Savings,38362.12,2020-06-21,True,USD
ES6509262163588884151821,Savings,91992.46,2024-12-04,False,USD
ES0586072653337532709378,Checking,61463.13,2024-09-21,False,USD
ES9655582955357152915896,Savings,68078.88,2024-03-20,True,EUR
ES0328337554201206520528,Checking,40766.62,2021-07-26,False,USD
ES5318918147334707918527,Corporate,78960.01,2024-09-27,True,EUR
ES5864422526821722114468,Checking,46956.7,2024-11-11,False,GTQ
ES5519913544640731010360,Corporate,11026.51,2020-08-05,True,EUR
ES5509318457992554011615,Corporate,33491.17,2021-12-16,True,USD
ES4240154579420022045443,Savings,2216.57,2021-10-31,True,GTQ
ES2978034821288790190164,Savings,90532.63,2022-06-12,True,GTQ
ES9557001467506901404970,Corporate,26372.32,2022-12-29,False,EUR
ES7817784621571201478815,Corporate,62464.24,2024-09-14,True,USD
ES8089030518433793767200,Savings,79905.53,2020-12-23,True,USD
ES4498647810470082709059,Checking,58867.71,2022-05-28,False,EUR
ES2231563990443584749457,Corporate,88636.97,2021-06-28,True,USD
ES2625898603161875413612,Checking,31558.77,2022-03-22,False,EUR
ES8968839532728744443347,Checking,97056.83,2021-04-07,True,USD
ES1126672673768162521314,Savings,51203.68,2022-06-01,True,EUR
ES8552814466960631086598,Checking,20345.31,2022-08-05,True,GTQ
ES9162441075961630186336,Savings,78741.12,2024-11-25,False,USD
ES7949126162076345930615,Corporate,48096.78,2022-01-24,False,GTQ
ES4137714603932255716727,Corporate,33783.4,2024-12-14,False,GTQ
ES1591917455170705957697,Checking,42450.83,2021-09-23,True,USD
ES3872464845976324022794,Checking,87734.44,2023-10-25,True,EUR
ES5938870596551987607192,Savings,92075.41,2021-09-30,True,GTQ
ES5118483061527090783173,Savings,47187.14,2022-02-23,True,USD
ES3058071968040121556084,Checking,73724.03,2021-02-25,False,GTQ
ES3648838751283044114186,Checking,21326.32,2020-10-18,True,USD
ES6882523724108964221582,Checking,1979.32,2022-11-08,False,USD
ES7028957922932021526980,Corporate,12403.74,2020-07-10,False,EUR
ES2468295021132892275008,Savings,63502.12,2024-02-14,False,USD
ES8553677744202144178514,Savings,20713.16,2020-04-11,False,USD
ES7104927602179159545723,Savings,88652.84,2024-11-22,True,EUR
ES8547396786030653213514,Corporate,25350.46,2022-11-19,True,USD
ES9872074964271035167519,Savings,84445.26,2024-09-01,True,USD
ES1790369448669272887954,Corporate,14587.11,2023-05-30,True,EUR
ES2520628888914161316508,Savings,31202.17,2023-09-09,True,EUR
ES6396035904833857500200,Checking,66429.96,2020-07-08,False,GTQ
ES8233269505697494547546,Savings,12730.84,2023-02-26,True,USD
ES3917050787684764411484,Savings,53722.92,2020-10-11,False,EUR
ES3297339431398571892633,Corporate,43524.48,2023-12-18,True,USD
ES3728302302571994869902,Corporate,59145.26,2024-06-06,False,USD
ES1309773841062547288618,Checking,25469.99,2024-04-03,False,USD
ES7006894784720611976442,Corporate,96870.05,2023-05-29,False,USD
ES9146318938154448254665,Corporate,9059.36,2024-09-25,False,GTQ
ES0255045576612880504025,Corporate,7422.43,2021-06-29,False,GTQ
ES1150818431275341822981,Corporate,38052.34,2021-08-13,False,USD
ES7554621770951883099001,Checking,71536.2,2024-09-07,False,GTQ
ES5139019441124708651287,Checking,47902.06,2024-02-04,False,GTQ
ES3565053250497946173737,Corporate,65323.99,2024-08-14,True,USD
ES0828889794500058565989,Savings,45755.93,2022-07-22,True,EUR
ES2475852645308599511435,Savings,31293.9,2021-08-11,False,GTQ
ES0987474666280511870298,Savings,93614.39,2022-02-11,False,EUR
ES0426779101140427117199,Corporate,9391.13,2021-06-01,True,EUR
ES5920397484750775847455,Checking,52363.25,2022-11-08,True,GTQ
ES4754576503237757580901,Savings,47060.06,2024-02-02,False,EUR
ES5749372169946035044684,Checking,47287.55,2023-05-12,False,EUR
ES7189424806809258199416,Checking,32385.02,2022-06-24,False,USD
ES6704954578156295386914,Savings,44727.16,2021-03-11,False,GTQ
ES8430167060965371270842,Savings,36550.2,2023-04-20,True,EUR
ES5950037356787732537488,Corporate,51766.31,2020-10-02,True,EUR
ES2717041087079107292093,Savings,10742.5,2021-01-20,True,EUR
ES1698053208500137927139,Savings,55056.58,2020-08-23,False,USD
ES3066892835221715710077,Corporate,33594.89,2022-04-03,False,GTQ
ES7698517704537987899336,Corporate,84699.38,2024-09-11,True,GTQ
ES0758133844223850995044,Corporate,99801.57,2022-12-11,False,USD
ES7105792376861441410181,Checking,28902.68,2024-04-27,False,EUR
ES1986340246302334593681,Checking,82364.27,2020-12-22,True,EUR
ES0400651353074085248893,Corporate,51752.05,2024-03-14,True,EUR
ES3577758203856647890232,Savings,23465.7,2021-09-09,True,EUR
ES7544499915143153728477,Savings,52066.71,2020-07-14,False,GTQ
ES2849579537370079016196,Checking,34725.3,2023-03-28,True,EUR
ES3063463560484280933024,Savings,43450.5,2022-10-31,False,USD
ES9585431982811127028794,Checking,45547.22,2020-07-26,True,EUR
ES6068053239642389884407,Savings,58173.34,2020-05-29,True,EUR
ES1599715808614634966868,Corporate,1958.43,2021-09-06,False,EUR
ES3923140348986509811915,Savings,42495.58,2024-04-08,False,GTQ
ES1951558704637311593281,Corporate,30664.08,2023-08-26,True,GTQ
ES3039451876442526512912,Savings,92292.27,2020-06-30,True,EUR
ES2271508386638111417859,Corporate,63354.09,2021-11-20,False,EUR
ES7162520422359346117491,Savings,94920.57,2020-06-29,True,GTQ
ES1595077725096803863462,Checking,19645.53,2020-03-28,True,EUR
ES9204080759749504293648,Corporate,96231.88,2020-03-02,False,USD
ES2610399085970120748636,Savings,11327.0,2021-06-09,True,USD
ES3493773131703331389057,Corporate,60733.03,2020-12-26,True,USD
ES7884213115840579086037,Savings,7879.61,2020-12-23,False,EUR
ES9374186810091580569381,Savings,24070.9,2023-03-07,True,EUR
ES0899076251132109932136,Savings,37496.57,2021-04-25,True,USD
ES8979756870731355565898,Checking,86111.03,2023-08-27,False,EUR
ES8759927023236844451378,Savings,98969.92,2021-02-24,True,GTQ
ES9700665486206533923016,Checking,48346.86,2022-09-08,True,EUR
ES1768544835979642249293,Savings,13863.3,2020-08-29,True,EUR
ES2635467190385309273029,Checking,81971.71,2024-01-25,False,USD
ES0490750219405157521318,Corporate,57934.05,2021-12-08,False,GTQ
ES1470000042672495310537,Savings,50745.03,2022-08-19,False,EUR
ES3827050467020704253898,Savings,1736.89,2021-12-25,True,EUR
ES4415089516754370054101,Savings,82633.68,2020-10-31,True,GTQ
ES8530901363282842492430,Checking,91119.95,2024-07-30,False,EUR
ES8007600687753738075768,Checking,58037.14,2023-09-19,True,EUR
ES2765410814313933870222,Corporate,88218.41,2021-04-11,False,EUR
ES6862685995071107537222,Corporate,84421.31,2024-12-01,False,EUR
ES0631320691839926784845,Corporate,82519.53,2024-02-04,True,EUR
ES6271780830778286098413,Savings,18778.23,2025-01-03,False,EUR
ES6700799210454922504603,Checking,91172.48,2023-11-22,True,GTQ
ES3958246517410413104321,Corporate,10457.88,2024-09-28,True,USD
ES6662736078332358367379,Savings,28103.85,2020-11-11,False,GTQ
ES2368951874495511325252,Savings,70106.36,2024-04-26,True,EUR
ES8457479646139435515392,Checking,99246.58,2024-09-23,True,EUR
ES0451862188102699518034,Savings,75784.29,2023-07-09,False,EUR
ES7567658030967257382240,Checking,17319.07,2024-07-05,True,GTQ
ES2308757484602098077275,Savings,46754.58,2020-10-27,True,GTQ
ES4138949485988157538105,Corporate,67886.58,2024-09-07,False,EUR
ES9177521696777042628674,Checking,74849.79,2020-06-05,True,EUR
ES4543019069692225395260,Savings,2063.0,2021-04-14,True,GTQ
ES7627472023103381524417,Savings,33383.93,2021-12-20,False,EUR
ES7450917481869488530961,Checking,7755.48,2022-10-31,True,GTQ
ES0724143818833946585842,Checking,14885.32,2024-03-29,False,USD
ES8314708894725361861853,Savings,84011.09,2024-11-09,True,USD
ES6956877521327246216458,Checking,13290.99,2022-01-27,False,USD
ES2249628900000006512087,Savings,67467.82,2022-08-07,True,GTQ
ES1802625791709078678043,Checking,16196.15,2021-06-02,False,USD
ES4645162730274781554017,Savings,71726.81,2021-08-02,True,EUR
ES2039761002560322103376,Corporate,5727.85,2020-10-28,True,EUR
ES1426322791194229911015,Corporate,31524.1,2020-11-05,True,GTQ
ES0859233852471842360924,Savings,5817.8,2024-06-18,False,USD
ES0739165157200959556355,Savings,38089.83,2024-10-12,True,USD
ES0487820997116947578126,Savings,2587.81,2022-04-11,True,USD
ES6836734527293868664265,Checking,82232.13,2021-04-23,True,USD
ES4833493384139825411088,Savings,79895.49,2024-09-22,True,GTQ
ES4481710745141373383643,Savings,5357.24,2022-04-03,True,EUR
ES4381095708773026845715,Checking,56643.36,2022-08-01,True,GTQ
ES3129869547551859079784,Savings,93498.41,2020-09-05,False,EUR
ES3978714505440472960131,Savings,24008.41,2021-09-04,True,EUR
ES1997949980278349435306,Checking,18188.53,2020-10-05,False,GTQ
ES6586131758303248410651,Checking,2186.16,2021-12-31,True,EUR
ES0551052106532786260588,Savings,7535.61,2024-04-22,False,GTQ
ES2345971670373055230451,Corporate,37529.02,2021-01-09,True,USD
ES0656477635992740153689,Checking,30851.89,2024-04-15,False,USD
ES6785914450568437895027,Corporate,54081.97,2022-04-29,True,EUR
ES5395403492568664417268,Savings,60386.85,2021-07-30,False,GTQ
ES8261244268232787202081,Corporate,14160.21,2024-06-01,True,GTQ
ES0933713814327378562122,Corporate,32478.73,2020-05-16,False,USD
ES5125790711544980037477,Checking,2747.23,2024-07-31,False,EUR
ES1329644350716748131614,Corporate,64418.6,2022-11-04,True,GTQ
ES4900351596394931290595,Corporate,70758.28,2022-04-01,True,USD
ES6272482969978355367042,Savings,62018.52,2022-11-08,True,EUR
ES6776288265773877889469,Savings,74053.42,2021-02-06,True,GTQ
ES9728778215221979394480,Savings,6932.38,2024-09-11,False,EUR
ES8363239623931323009774,Checking,20999.17,2021-01-31,False,USD
ES0544935308983271602991,Corporate,4752.76,2024-10-23,False,GTQ
ES6494639225252170405947,Checking,14292.43,2020-11-28,False,GTQ
ES3502493750876802751584,Savings,52566.41,2020-08-17,False,GTQ
ES1046001458219794506033,Checking,75304.54,2024-12-16,True,GTQ
ES7534658907093142721893,Checking,34930.11,2024-07-14,True,GTQ
ES9811143058390449615952,Savings,90756.57,2024-09-02,True,GTQ
ES7885036992413268116434,Corporate,72230.72,2023-04-18,False,GTQ
ES2071537238518135918145,Checking,19171.0,2024-10-16,True,USD
ES3733711312033490219166,Checking,7928.51,2024-03-05,True,USD
ES6798368158771459561794,Corporate,99209.24,2023-09-14,True,USD
ES4714232993003746955786,Savings,18193.91,2024-07-25,True,USD
ES3590217273298051361626,Corporate,8738.29,2024-11-03,False,EUR
ES3624241517788925819023,Savings,72445.7,2023-05-16,True,EUR
ES8729874808355615511276,Savings,60979.27,2020-09-19,False,EUR
ES8363821458981278653471,Corporate,45378.85,2020-11-06,True,EUR
ES2611373706430389874294,Checking,8921.58,2020-07-26,False,EUR
ES4093121927564395769972,Checking,17608.84,2024-07-15,False,EUR
ES9218089785470551383498,Corporate,61330.03,2023-12-08,False,USD
ES4253604153608723724140,Checking,2961.3,2023-03-10,False,EUR
ES6944917967329929588040,Savings,76126.97,2020-08-27,False,GTQ
ES3521321258106756463850,Corporate,16127.07,2024-03-22,True,EUR
ES9876033885535420111683,Checking,46901.47,2020-06-05,False,EUR
ES9699160299513967983894,Checking,56652.07,2022-02-10,False,USD
ES0578871017220056514506,Checking,14528.98,2020-08-22,False,USD
ES2742539596207874570221,Savings,91697.06,2024-06-15,True,USD
ES6346485131965424487185,Corporate,73306.5,2020-05-07,False,EUR
ES1123128589283269710138,Checking,92643.42,2022-12-25,False,GTQ
ES0256778569030889590271,Checking,39019.7,2022-03-17,False,GTQ
ES2136658072454523411397,Corporate,8052.2,2020-04-21,True,USD
ES8678964286948279323214,Checking,93280.83,2020-08-06,True,USD
ES8292124859458741739187,Checking,95752.59,2025-02-11,False,GTQ
ES4841671455635145927022,Corporate,49373.56,2020-03-20,False,GTQ
ES0317771416911997030857,Savings,65439.73,2024-10-12,False,GTQ
ES5310368506667707016206,Savings,24992.93,2022-06-05,True,EUR
ES0425644270258800306276,Corporate,70949.34,2023-02-22,True,GTQ
ES6010133549514335879674,Corporate,64888.02,2022-08-04,False,GTQ
ES9657508605358936734441,Checking,94482.26,2022-08-19,True,EUR
ES2364619004271020017309,Savings,60612.78,2022-08-04,True,USD
ES7194805825024002536227,Savings,77326.25,2024-07-10,False,EUR
ES4228308673481082476417,Corporate,59029.88,2020-08-05,True,GTQ
ES5056021490644299973422,Savings,87724.61,2025-01-02,True,EUR
ES5608923726734250348928,Checking,69491.84,2024-10-04,False,GTQ
ES6212036486620049746369,Checking,73659.41,2025-01-24,True,USD
ES5215060083282736454588,Corporate,57688.56,2023-07-24,False,USD
ES4345781824902685652912,Checking,75124.28,2025-01-03,False,GTQ
ES3941819759818261846015,Checking,1635.61,2022-07-25,True,EUR
ES7903655324505667046876,Savings,10590.2,2023-08-13,False,GTQ
ES5685792370127725752077,Checking,65797.6,2025-01-18,False,USD
ES5837329656642811585973,Savings,38090.49,2021-10-29,True,USD
ES1182057138470823559257,Checking,19016.45,2024-11-22,True,EUR
ES0647084976412716357368,Corporate,81622.68,2021-08-01,True,USD
ES5216566187857603709524,Savings,75241.66,2021-11-13,True,EUR
ES7656721172663341609187,Checking,44632.31,2021-12-07,True,GTQ
ES8924741836229004917679,Savings,8901.17,2022-02-08,True,EUR
ES9814034394386591696413,Savings,28399.46,2023-01-05,False,USD
ES4783132931407131292657,Corporate,24243.23,2022-12-14,False,GTQ
ES6522902728615700293410,Savings,1941.15,2020-07-31,False,USD
ES6997995578381864389827,Corporate,58662.1,2024-06-06,True,USD
ES5755630449178347894969,Savings,52711.12,2020-05-29,True,EUR
ES4876041064108654317837,Corporate,52487.34,2023-03-25,False,EUR
ES1194670525997358121383,Checking,75934.25,2021-01-04,False,EUR
ES1510834583621794386754,Checking,68504.14,2022-01-03,False,EUR
ES6324922821451420311912,Savings,94158.11,2023-06-26,False,EUR
ES8002090991343663250181,Corporate,6666.91,2021-01-17,False,EUR
ES6886235056922859184254,Savings,1305.38,2022-01-26,False,GTQ
ES5132950831840604188642,Savings,3542.36,2020-02-29,True,GTQ
ES0924232575501583420749,Checking,95155.13,2020-03-30,True,EUR
ES6676993394197519376550,Checking,62216.82,2021-09-19,False,GTQ
ES0372792919364628105446,Checking,66362.61,2023-07-26,True,GTQ
ES9547331781548059571798,Checking,2646.4,2023-06-20,False,USD
ES8215706599356784671622,Corporate,33226.99,2023-05-16,False,USD
ES4647346074238792938477,Corporate,48969.08,2021-06-24,True,EUR
ES3509446678256558378884,Checking,93969.39,2021-04-13,False,GTQ
ES7996768194290905098225,Corporate,90615.07,2020-05-05,False,EUR
ES7073976880694365494118,Corporate,20312.62,2021-11-28,True,GTQ
ES3981991458001810516430,Corporate,78701.33,2022-02-18,True,USD
ES1789010386188702409097,Checking,79885.26,2024-11-16,False,GTQ
ES4335334315137958148519,Corporate,98734.74,2022-07-14,False,USD
ES7323715750418757254726,Checking,95550.07,2024-03-14,False,GTQ
ES3610297351550411235367,Corporate,24849.26,2021-09-01,True,USD
ES3966410059425997958682,Corporate,70290.99,2020-04-29,True,EUR
ES3472452000312339468067,Corporate,3892.96,2021-10-21,False,EUR
ES3391800519726783454689,Checking,22817.23,2023-02-12,False,GTQ
ES8969263866011388540788,Checking,95198.88,2021-05-15,True,GTQ
ES4754154953629730611643,Savings,92350.88,2022-05-01,False,USD
ES0379100652596413890929,Corporate,33947.31,2022-07-12,True,GTQ
ES3116660542514776699375,Corporate,7402.04,2021-04-15,False,EUR
ES5026099521519272994053,Corporate,74553.81,2025-01-04,False,GTQ
ES6614476321468323087289,Corporate,78723.11,2020-08-07,False,USD
ES8037088209725504911844,Savings,26650.3,2024-06-24,False,USD
