customerId,accountNumber,ownershipType,since,sharePercentage
451ab30f-570e-4aab-b30d-0c797461baf0,ES4008007400146076088628,primary,2023-04-14,55.38
c1534b38-a077-4a26-9d73-9a8b77b69ba5,ES0523967906111322118731,primary,2024-09-13,86.14
8d4ededa-322d-4934-a450-6e79870f4c58,ES3242954593293445046650,joint,2023-08-19,84.39
46bf2949-8996-4364-99d1-a12da63421e5,ES2657065106341599856514,joint,2025-01-12,71.77
99242bac-8b88-46af-9fa9-dcd41451abcd,ES8465315543270002038001,joint,2024-11-11,96.87
5e3fe12b-ac5a-4d65-aba0-6830b425ec83,ES3455793800325302603457,joint,2023-09-16,82.81
60cd5553-ba91-4c1b-97a3-3a0cc3dd8621,ES7180164140775326248029,joint,2025-01-03,59.57
e0c9444f-3d54-42a4-bea8-b19a092e5a5f,ES0746630552228740891140,primary,2023-07-19,92.06
ad88a318-3234-4cbe-8f55-eb4c49a9c077,ES4648027735740336727727,joint,2023-06-04,59.33
725b5e21-94ed-49ec-8b17-b6feddb76ddb,ES7975039249676126494921,joint,2023-05-01,89.19
579aa5bd-0a67-4373-8712-d30f5b31dc0e,ES0758133844223850995044,joint,2023-08-13,56.65
76a75218-cf5b-49ab-ad21-0be663ffa187,ES8889661194447115776377,joint,2024-11-18,82.92
31656ac3-2945-4262-a002-055eb0189f52,ES3378971111992344449923,primary,2022-05-26,50.37
ba1e4bf2-0814-4d73-a8a6-ea371b2c49c6,ES6530717697812952390242,joint,2024-07-08,70.79
47cbd7ee-8b9d-456b-927a-297d1745cead,ES8603039620556162035487,joint,2024-04-27,57.41
c65ed40f-3217-47e9-b1a0-ca57ec71e6f6,ES8928080545031617572626,primary,2024-11-07,75.64
c9ce8d6e-09bd-459b-94ef-6a8950a0acd9,ES6609569972705050542587,joint,2024-08-18,95.37
e9f3cacf-9994-4ac8-8c67-2065fe32078e,ES2353288281232747518816,joint,2022-10-16,51.92
036dbe93-b873-4108-9db2-b5478a811e6d,ES7722517245673086813420,joint,2022-05-05,85.57
55270015-7e99-4a24-9f41-2b0a9039b2cb,ES6220541632225493925721,joint,2024-03-16,66.86
ff28ba66-da90-40a4-a727-0da8b8b4f727,ES5955562019834998893192,primary,2025-01-24,60.55
9cf1705d-bf5b-4d7b-86cd-d7601afd1eb7,ES9431085221541213290133,joint,2022-07-28,76.54
111dc8a2-eee7-4fb2-a3c4-2b47b307348a,ES4968179693390839797363,primary,2024-09-24,71.75
991cf111-f466-4296-bc9a-9cc8cfa63055,ES7877704726562020501074,primary,2022-10-06,72.75
93ae54a9-6f32-4b9b-992e-7510f62e4442,ES6195287096722911887109,joint,2023-12-21,76.94
e1d0a107-cd92-48b2-8742-20986019417a,ES6873987325032163105402,primary,2022-10-13,64.22
9722d798-f082-40bc-9321-4c05261b781f,ES6614476321468323087289,primary,2024-12-16,73.73
199199ff-eeda-4471-bfe2-b2183a644dfd,ES6900233487363010999417,joint,2022-07-24,95.71
98c63b55-5ffd-4558-989e-cd3490d7b8e0,ES2519951087881443674053,primary,2024-05-11,96.15
eb257971-712e-48fc-956d-6998ef9f53c5,ES6195287096722911887109,primary,2023-10-16,72.46
8e3499c8-f202-4cdd-abbe-9bd0b71e43d3,ES3039870258455619095786,primary,2024-09-12,90.84
6cfc7293-7388-4670-8524-1e222b64cf08,ES3585861511980699808284,joint,2024-03-09,69.74
fc7a6b53-539f-464f-b66f-15cb98539198,ES2701896776865713030551,primary,2024-07-01,52.03
019da367-a750-4231-a1e3-cfd07b6b079b,ES5573027123905912915004,joint,2023-03-07,61.95
b4b7794a-32d6-45a0-bbc3-5db411dbe762,ES4185400862321523884216,primary,2024-03-06,97.93
db281d32-9b37-4fda-9e71-4867d0062f8b,ES4861793984992011321212,joint,2023-05-13,76.76
f7f75df7-0e0a-4747-847c-7eabd2da2a95,ES3969503471863011439505,joint,2024-10-14,50.82
d5c490d4-196f-48cc-95da-65f669afa336,ES8063542968012941839052,joint,2023-01-19,88.45
d78a2723-5304-4455-a194-1a5c43c94645,ES6814387554102544767122,joint,2025-01-28,99.44
c99805ba-0fb0-4c29-aaa8-2fcc8e48038d,ES2972977355777834538160,joint,2024-04-05,88.98
e5b48ead-949f-4561-aaaf-e34b5a25e6ee,ES3365133776964766704573,joint,2023-09-23,78.04
4931ef3a-fa78-4279-829e-8fbd20a3f1d5,ES2126682848204571642190,primary,2023-07-28,50.71
5ffec32e-f2a1-416f-8708-aa22f339f1f3,ES8705059932284342216694,joint,2025-01-29,82.34
0f2a0b14-0d4f-4e55-aea1-b5505b506ef4,ES7875259965311991888762,primary,2022-11-24,54.97
9b88c39a-7b56-45eb-b4d4-3d27de6ea676,ES5737993326985534708399,joint,2023-04-21,58.45
ebf3cbd9-5869-482b-bef6-df25c267edcf,ES9003637290220644641790,joint,2024-04-04,70.78
55a1a22c-dbee-4d8f-94a5-e175e5e580ba,ES4956190267298901406015,primary,2024-01-04,86.46
8efec899-1ecb-4d0b-921e-5e3738b39813,ES3942510652768487432136,joint,2022-07-09,65.47
c8fe9a99-e106-4e04-87ed-158cb5fc13c5,ES7419432208455838251684,primary,2022-04-14,53.81
b9b87368-4a0d-4107-afc8-a9105379ae8f,ES0745885563101408593338,primary,2023-02-17,92.65
7cf15640-4608-4a48-ab40-8f1b5036b89f,ES1633604813149675369723,primary,2022-10-06,53.3
532a3254-8fe0-4247-b5f6-66a8f885f86b,ES8018114554177853427860,joint,2024-12-06,98.26
41999676-2f39-47fc-8b0c-3e1da87511b4,ES2004369986743340099069,joint,2022-08-14,66.88
9b140e0f-5c77-4c63-b6f0-66d1559eddf1,ES2188254958318654776235,joint,2024-07-12,75.54
144bc4fe-24d5-46b9-aa43-d839354efcf0,ES9758631826346111310916,joint,2022-10-02,89.27
9020885a-0bb4-4e97-bb03-0fd5f8420b04,ES8253636325153192388652,primary,2024-06-07,67.66
1aee2e9f-9f68-457a-94d7-00f1e68ebfb4,ES3199441882974936138270,primary,2023-07-27,77.27
4f95d13c-3cbe-49ec-964b-f862e9e3ae62,ES8601919860806793088508,primary,2023-12-11,95.55
0d2d12c1-09ef-4a01-81a7-d635fd9a261a,ES9247656567952907951984,primary,2024-04-23,99.61
610bf33b-0492-4267-b17c-9a9b80f251cb,ES3745800070011883594048,joint,2024-06-30,58.02
bc66af4f-29e0-419a-90c3-779ad94b3c1b,ES1980921071542365421838,primary,2022-10-04,73.93
9bd8343d-9c81-42f7-966d-b6e621cc4764,ES9473421096228270720024,joint,2025-02-21,51.49
b6dc98e4-9a9d-4bbd-b0c3-698e7bf90a2e,ES5216566187857603709524,joint,2022-03-23,55.18
ae131860-9149-4ac8-8798-a118c6600fad,ES5014019604500434059643,joint,2023-08-13,60.62
83e4ced6-d828-40b2-95c1-a6a6eb58fa27,ES1616337994827191425133,joint,2024-07-21,88.67
1d874b42-44cb-460d-8eab-908a3c1c5d36,ES5878633169060066549768,primary,2024-12-17,98.81
7aba9b20-f6c1-420e-858d-58374db98c52,ES6289212608981349246603,joint,2023-05-31,77.87
88d91339-e199-4cbd-b063-4075a67311f6,ES5685792370127725752077,joint,2023-03-22,82.13
93d95577-7933-4de2-9bca-634baa0233b9,ES0965217823989834125829,primary,2024-06-09,51.82
c6b02443-010b-443e-896f-caf0ebcea991,ES3682639751842452692172,joint,2022-08-30,50.86
b6c51a20-28be-453e-b9b9-396194d6fa49,ES0738131435132869681318,joint,2023-12-15,82.44
3faf04e5-0080-4dca-a466-ce14a4e8d16b,ES7338755533073916626547,primary,2024-05-24,98.48
2331d259-90a4-4b5d-b019-b65b009d0939,ES7975039249676126494921,primary,2024-03-17,56.7
1b0986d3-bee5-4d7a-9d25-02f89daa03f0,ES1875890239748386951798,primary,2022-10-06,79.64
6b603604-5832-40d7-b446-1b56633282fd,ES2451873976399183772322,joint,2023-01-21,55.99
537c1c47-2c2c-4885-bfc5-02e1a60afb13,ES3381004318092404181322,joint,2025-01-31,62.3
98633685-a054-4fd9-82b4-7a973fe12ec5,ES7172079620243580654471,joint,2024-03-14,64.67
c3655c1a-e28f-4be5-aadb-9514750cb860,ES1347799652437274175229,primary,2024-02-08,96.95
b6c51a20-28be-453e-b9b9-396194d6fa49,ES2208311318975101361299,primary,2024-05-11,84.8
2530281d-b54a-430e-be17-4436d6639470,ES4841671455635145927022,primary,2022-06-15,64.03
00c4bc7c-dbce-4881-bb03-baafb1d9cea5,ES0459107936807456890696,primary,2023-01-05,98.76
60cd5553-ba91-4c1b-97a3-3a0cc3dd8621,ES2323517618264992536777,joint,2022-10-15,65.42
8e3499c8-f202-4cdd-abbe-9bd0b71e43d3,ES5026099521519272994053,primary,2024-10-23,51.31
4eaa3f05-0db2-49e8-b2a3-4833a804483e,ES6068053239642389884407,primary,2024-07-26,85.59
a59d0dca-16a9-493d-8a05-1f91926cb97e,ES5523708869641107540586,primary,2024-11-30,68.13
629745dc-138a-4639-a504-209aa04027a1,ES0508246724089991437139,joint,2023-05-13,88.4
c4c77306-764b-4950-ac57-2415db20c9c7,ES4322002184101971607666,primary,2022-08-31,59.13
961f7608-dae8-40b7-8f8e-c481b20105e3,ES9540009600376090670521,primary,2024-07-08,61.58
51e77e35-cc0c-413a-abcb-d58e2f104029,ES3297339431398571892633,primary,2023-08-16,90.58
c2613733-94be-489c-8fe6-835118ad3675,ES0283511307256179804986,joint,2023-02-18,95.32
2169645e-d244-4351-bfb4-0b64ace340d9,ES8089030518433793767200,primary,2022-09-07,94.77
8d0036ee-3595-4348-bdb5-ac5876097312,ES5672504706052886373177,primary,2024-07-18,65.59
199199ff-eeda-4471-bfe2-b2183a644dfd,ES6371979339545010392816,primary,2023-08-22,82.89
aefe39ad-b752-4205-a777-359d4080bdf7,ES2451021739625676745936,primary,2022-11-29,56.84
24511805-255c-4d0f-8094-43b14bca93be,ES3472550614230331212473,primary,2022-12-11,55.34
a05e283c-d005-4a0a-bbf4-f4e6f04f8bed,ES0992020535232046817997,joint,2024-01-14,90.48
d595673d-a613-466c-b0de-16ac5310e8f9,ES6237843700402926890382,primary,2023-08-18,63.21
6b5b34fb-b120-4282-9c59-c8ab5e40166e,ES8269348996575327794748,primary,2023-05-22,54.1
2d31a696-21d0-4bcd-985b-cacb6ac13d7b,ES9421710171672466810699,primary,2022-07-27,81.54
094b2c26-a41e-49fb-885b-f00676ed0444,ES8060062033259315583657,primary,2024-12-28,86.44
750a89a4-ce1a-4e0f-a78e-625908c14c04,ES9240719071384963112194,primary,2024-04-03,99.48
8035a117-c48c-414d-87a1-265de3416777,ES1368144741851068926780,joint,2023-05-18,78.83
3da4491d-b375-4c1b-83a6-628618f07e77,ES2040862046622983345277,primary,2023-09-04,74.63
ca6d6f9c-0ae2-4f42-8598-a6772780db1d,ES2947253995033114263176,joint,2022-05-02,60.55
f170023d-974c-4efe-b4b8-efab2bf637e5,ES1182057138470823559257,primary,2023-10-28,91.25
efe936d0-c369-493c-84a5-d5103e2f36c7,ES0451862188102699518034,primary,2023-12-15,70.23
2d996a07-3c05-4c66-a9fa-9e2920229915,ES5555173907028883702005,joint,2025-01-31,63.47
cd42dfaf-f5f4-4f9c-9a74-4f672468435c,ES2233603837036705985599,primary,2024-04-06,85.35
99399b06-fe38-4b5b-be6b-98cad02fa768,ES9145913507721908841056,joint,2023-05-26,50.07
4e8afb6d-e606-493d-a3bf-90dc7a090d62,ES4754154953629730611643,primary,2023-03-22,87.34
fd12972a-4f49-43d5-8fc0-49376eedada0,ES4228351343014472635525,primary,2024-11-26,90.72
7ecc3090-a3a2-4eee-a7d9-9a39cb5d5fd5,ES1778160038951054685432,primary,2022-03-11,56.62
b43a4c35-fc8e-4e3a-8d74-4ebf2c7a89f6,ES6199994225353037442021,primary,2023-03-31,87.24
a0b40530-4bf7-40f1-867e-33730915c409,ES3131165484241562210304,joint,2023-06-18,56.65
f4f33b00-bde4-4e50-b7c7-d4f75a1efef7,ES2778210601286484300259,primary,2022-12-24,78.73
eb7ab672-92a9-45a3-9f0e-cffd613105e6,ES6339269988906350508346,primary,2022-10-17,91.5
37309f1f-e16e-4ec0-8252-fa2a3923d42e,ES9138140273431397688527,primary,2024-02-04,67.07
aaa42937-c3f3-4c4d-b3d3-437c6213cc23,ES1423032833191389238432,primary,2023-04-06,86.22
55451774-bdfd-437d-9c44-9f2fc4f789ec,ES4671122008291042838092,joint,2023-11-07,66.26
1c47a299-77ca-407b-be1a-d2a36c5e45de,ES8678964286948279323214,joint,2023-11-26,72.17
38b72469-d35b-45b1-b8ef-121fa787cd5b,ES8663025868304825447678,primary,2023-01-24,60.34
9815fe5a-3379-4d37-880d-175cd305dd1e,ES4335102636238060390022,primary,2023-09-27,74.5
9a7687b3-7fdc-473f-89c1-b585b1b61668,ES8453823828900581682706,joint,2023-06-18,52.45
7cf15640-4608-4a48-ab40-8f1b5036b89f,ES2478233592091157035051,joint,2022-07-05,57.93
1f6e96f3-7b4a-4681-920f-36a4bcd75603,ES9596206866093751793257,primary,2022-11-24,87.42
8c240670-5cb9-4f77-bdf6-c4da8ee24d4b,ES5370848613183143592459,primary,2024-10-06,70.67
81c3d351-b186-4a62-803a-29b3b8e535f9,ES1577607097391088541031,primary,2024-09-10,64.17
7de338d4-e55e-48dd-8b2e-506a776e0f64,ES1574613934927285936288,primary,2023-04-16,73.66
55c025b2-6b4f-4b07-a388-0adabd0fdb25,ES3304734464797313179183,primary,2024-06-11,79.32
1623014c-56a2-40cb-8155-c08e50996ff1,ES3872464845976324022794,primary,2024-10-12,72.47
b6975bcb-e499-47f1-9d10-3a4dfa558193,ES0828605948598793471456,joint,2023-08-11,91.97
90f52d1c-bed8-4c21-9bed-ef8986b3b61b,ES8924741836229004917679,joint,2023-11-30,58.02
22baa645-03af-45c1-92bc-2e0ba21fe43b,ES1427248684843309553746,primary,2022-11-10,50.86
ec3dfb48-cbf6-4f17-be1d-398cbbdea385,ES6427302031535675370062,joint,2024-03-10,69.23
8bccf8e7-e6b6-4b7c-b942-9fdfdacba696,ES6463505427724631526297,primary,2023-01-11,55.49
4d692946-6856-42e7-845a-1d340ff3ec01,ES8729874808355615511276,joint,2024-02-16,84.5
23e298da-efd9-419d-9ea3-431f56cb205e,ES7483897480461188988707,joint,2022-06-08,87.32
3c24a2b1-2360-46b8-92ee-e942b1e692dd,ES4717974986733998726052,primary,2025-01-06,62.06
829c3df9-96d1-4b97-8d0c-1198558977b1,ES4648027735740336727727,primary,2023-11-05,87.89
6cfc7293-7388-4670-8524-1e222b64cf08,ES8214152689700927988439,primary,2024-01-16,81.38
7fa38acf-19ce-41a4-b66d-96c5c1311d97,ES1257057496918866888787,primary,2022-06-18,97.93
2bbf8508-47a8-4e57-8e4a-644bb462ee21,ES9494240857746892678579,joint,2023-02-04,78.4
5f81594a-1c58-4955-9021-9de84f18e816,ES2805381208960575879491,primary,2024-05-03,59.37
2f2d865c-8aee-4267-80fe-37fc61e76f12,ES2468295021132892275008,joint,2025-01-25,62.56
7a51d35e-53d8-4221-aadb-a866a319ae9f,ES6193589292584310940203,primary,2023-04-27,81.44
7450d2d9-bafd-4387-a71f-3538e07fd2ef,ES6377008734808747496220,joint,2023-05-07,54.8
a74a1bc6-bb55-487e-a7be-435c915e5b3f,ES5908083994841042793710,primary,2022-10-27,94.51
c29e4fd3-f36c-4fea-af47-6ba333d6c0cf,ES3196782120058167565212,joint,2024-10-19,67.84
9d288bd4-9533-453a-b4d3-2f0c1ab4e4a9,ES5614038501870649028373,joint,2023-06-02,74.66
6de9efa6-2ad1-433b-8209-f924c408f966,ES6609569972705050542587,primary,2023-02-07,84.49
f46aaa09-b3f0-4c61-9c22-d48a0ca6e90b,ES7620905558895418480269,primary,2023-06-15,61.57
231a7243-f3ed-4c5d-80e1-a681fd305851,ES2621920460513166182184,primary,2024-03-03,73.35
1d44db98-4445-443a-96c8-87892e69c004,ES3721074837772563943131,primary,2024-01-02,55.13
b73f051f-68dd-4a77-ade1-55419c3a118b,ES0210866718234445727978,joint,2024-01-27,85.92
f6bfc487-da7d-48e6-bffb-7e3fa2be1a9b,ES4446804869097140858154,primary,2022-12-12,60.92
6783a996-399c-4234-8e4c-8c8587998d0f,ES2444902503402518824458,joint,2024-06-20,50.58
29244a79-648a-4b9d-8685-16548e8a5094,ES0501128862949871820676,primary,2024-02-20,99.57
46e2358e-053d-4295-94b0-498a65858956,ES0734280697809921394947,joint,2023-08-16,94.66
d226a893-72c1-43d2-a31d-25eadf42b592,ES6862685995071107537222,primary,2023-07-01,80.59
d226a893-72c1-43d2-a31d-25eadf42b592,ES1851936673136565534083,joint,2023-07-05,89.55
98633685-a054-4fd9-82b4-7a973fe12ec5,ES1038803515085356193284,primary,2023-10-15,52.21
c65a2849-78da-431c-91ca-0b205379a2ac,ES0236649067898586069289,primary,2024-06-23,82.86
87e41bb7-180e-4c99-812e-c8a4acab1b5d,ES0678048069344676955640,primary,2023-06-29,96.31
070517e2-2031-4ac3-93b6-8485634a9e6d,ES4591027583365085698762,primary,2023-08-10,89.79
16bfa5a3-fb3f-490f-8786-1e1c8c2a8308,ES7162520422359346117491,primary,2022-12-15,54.44
9ef476cc-d90f-47b4-92ca-b1fc68e4ada7,ES7369707062521688048625,joint,2024-06-22,50.0
1b3b94f3-c4df-439a-bbb2-12ea043dc392,ES8314708894725361861853,joint,2023-03-05,87.67
ffff1ed8-a9d0-40b8-a24a-2ef2dd04c9b7,ES8089943174026556748808,primary,2023-01-03,51.34
03e03258-5449-4aa3-9041-45f9ac060447,ES0543939602889317424963,primary,2022-08-13,83.36
0e11e2e6-4bd5-48ce-a91f-174cd8fba3ed,ES9876250924681282418927,primary,2022-04-09,61.71
fec47505-a49a-4859-ba4d-332774640217,ES6972935249110872930420,primary,2024-03-28,59.79
4cf95fb1-b5b2-46a3-8b9c-6f5543afbc60,ES4609985468382670349378,primary,2024-06-05,64.75
8463966b-34bc-43bb-9426-272463933358,ES4209009530472506016636,joint,2023-07-28,61.28
3afee951-c308-400d-baae-c1dbe2a0d30d,ES4349228928769356376410,primary,2024-08-13,86.29
1e547dbb-427e-4f48-be14-e19888e1b73f,ES9065300877654142720795,joint,2023-11-05,81.36
238707df-500a-49de-83c9-b661edcb7f85,ES9351188224863866637575,joint,2024-12-28,91.74
253f6e7f-ccbe-4a01-b3eb-b60242e4c60b,ES1847218831356945278530,primary,2023-07-25,91.68
0dbaf1c8-5cd8-49e9-a502-551d9f15bc9e,ES5373050434098969718326,joint,2024-04-02,50.38
bfc132a3-1395-4323-a2f0-7ae26c6db13d,ES4005995233755325397933,primary,2024-10-04,84.22
cc265f84-ca02-436c-9872-08e4a8e5fd84,ES6371979339545010392816,primary,2023-04-14,54.24
d7290a5a-b90a-4694-8419-30a7d14653c7,ES4403689801095032914474,primary,2022-03-04,57.69
94d464e2-80a2-438e-a879-f0dfe692a04a,ES3092507254570517498425,primary,2023-01-04,84.98
32844788-79f6-4b1c-a891-8a9cf1498c03,ES1422049176798560292008,joint,2023-03-06,94.32
d7290a5a-b90a-4694-8419-30a7d14653c7,ES8729291962045984607697,primary,2022-05-21,97.68
508144bf-4ffd-4e79-ad27-4d4a4e0f4105,ES9876250924681282418927,joint,2024-05-18,63.96
8ccd2654-00af-4e2c-b9a9-7c0e3e43b4c6,ES9169923448647418304945,primary,2024-10-10,96.31
d23768db-2882-4fcb-a47a-ae2b635a0341,ES8664164497813851929204,primary,2023-04-28,59.81
d0f484c9-693b-4e65-a45c-5a58df2d95dd,ES0578871017220056514506,joint,2022-10-19,96.36
64e238b5-fd3d-4bf0-bb57-ce9799ba235f,ES2859937983178488316634,primary,2023-11-18,89.83
750a89a4-ce1a-4e0f-a78e-625908c14c04,ES7133779103009813467717,primary,2024-07-04,61.49
73958372-ea39-40a9-be5a-53db10d7b125,ES7975318462795326594966,primary,2023-08-24,78.0
8e6db76f-7fe2-4fdc-91ba-21fab9221a74,ES4811596108339727841850,primary,2024-06-30,52.64
2bf6e911-c745-4c58-b95b-435d78cd548c,ES9593154800903003636911,primary,2024-02-09,89.95
84cca225-8a8a-4eb8-9d38-65fabd8a624e,ES3051605242011717336397,primary,2024-06-26,75.42
8a2f5afd-cd54-4d37-ac03-a06a7630dc1c,ES3078384505000593189108,primary,2023-10-05,62.07
c3fba9f7-ee13-4768-a838-32777228b67b,ES5013320635151448446453,joint,2024-04-22,76.25
d226a893-72c1-43d2-a31d-25eadf42b592,ES9141560412599434340643,joint,2023-06-15,66.6
78a06423-3e13-493e-bf2a-cd94647cd909,ES5655085914918711723534,primary,2024-03-31,52.2
7ae67005-316a-4d77-930a-d81ece293cb1,ES7132468541023413690609,primary,2023-02-08,56.99
4f9a11af-ac78-455d-a275-37b195127b0e,ES7175940721818039730790,primary,2024-01-05,75.9
0168fc74-2b5d-40dc-a383-e4064bc0a0ea,ES2184886087311372681504,primary,2024-08-15,71.11
c6f34b1f-2203-454b-a4e7-634c42f8db69,ES3969503471863011439505,primary,2023-10-06,86.89
a471adf1-10b2-4410-bd49-06faa92384c7,ES3729849526641543356273,primary,2024-10-26,84.07
09e4b366-836f-41f9-ac60-2467678971a3,ES1470000042672495310537,primary,2023-07-09,51.66
006247f5-4415-43a4-b93a-e3e952ef1248,ES9841441293330888059844,primary,2024-02-02,88.77
9a9fbbd1-df45-4990-82dd-a733ffdbb70a,ES3360566251268451886930,primary,2023-01-30,54.18
7b3abc72-60e7-44fb-9f82-1ca101a757cb,ES0570757628836181125591,primary,2022-11-01,54.13
83e4ced6-d828-40b2-95c1-a6a6eb58fa27,ES4588692697108980814041,primary,2022-09-02,71.95
26d287f1-d7eb-4c8c-995c-bfdc73f60bad,ES9593154800903003636911,joint,2023-09-09,52.86
cb2710fd-38dd-44f9-84ad-e9afc791f52e,ES2031539104657865983904,primary,2023-09-01,85.96
9815fe5a-3379-4d37-880d-175cd305dd1e,ES7006894784720611976442,joint,2024-11-08,83.61
c5620a35-d1d9-4954-a786-ffa032efd94a,ES7406156489591766461640,joint,2022-07-13,87.63
69b4b440-6e36-46e7-ba63-c40c84a77e39,ES9542882091495441470713,primary,2023-05-25,77.29
93c26872-4c89-413a-b6b4-f1605e98daa8,ES7338489702877784347790,joint,2023-01-15,64.36
76ec9629-3c56-458b-ad58-d6072064e76d,ES1735422486056318105683,primary,2024-08-03,57.53
09f3a9b0-6f19-42fe-9e44-c05e5a399998,ES5468203993779902023925,joint,2023-01-17,75.07
2586169e-8c5f-4e30-80f6-7fe1caee6a1f,ES5662340348628144379039,joint,2024-12-14,68.97
b43a4c35-fc8e-4e3a-8d74-4ebf2c7a89f6,ES9261487901611882873499,joint,2023-04-26,73.37
66b14ee2-335b-4b74-8ed9-099f3f9f04cd,ES0598934036196960876162,primary,2023-04-07,50.14
1da86afb-17e7-49d4-be99-bf8907616766,ES3471520689603063726770,primary,2024-03-07,68.89
e992d160-0577-4756-aea1-957c0df5201f,ES6271780830778286098413,primary,2024-04-21,68.07
0e08d429-2374-4b72-9435-6d68efd15b5b,ES1383380762997847011092,primary,2024-08-26,70.26
ed93431b-5b80-4e96-be83-cb7e9688f851,ES3142996280609202975611,primary,2022-09-18,70.65
1099a5de-5ed6-49f0-9421-d9804bfacb85,ES5096484075144215470968,primary,2023-01-07,99.53
49cf8efa-d1fc-4f6c-90b7-7f6ea745cf8c,ES8517229686485864953462,primary,2024-06-09,68.31
7c5ff18b-c213-4eb3-a0a8-9dfa78dc9cd2,ES8752310066940593797629,joint,2023-05-06,86.48
c3fba9f7-ee13-4768-a838-32777228b67b,ES4294029290136624284489,primary,2024-12-16,81.25
6aef2d1d-316e-4b32-a5b5-4e3dd64ced99,ES3116660542514776699375,primary,2025-01-12,62.02
25654996-b49a-4777-8842-df5b8bd6396f,ES2233603837036705985599,joint,2024-11-18,80.9
6ec154b6-3a9e-4192-9edd-a471ba2881d1,ES2783295548533937226309,primary,2022-06-03,56.29
f4966887-039e-4b1a-9d92-2c241d941a64,ES0258236483936548448388,primary,2024-10-24,96.41
874b0fd6-8cd7-4ad7-ac1b-807ab2cd342d,ES6522902728615700293410,joint,2022-02-27,91.74
7fcb14be-9fb7-4787-a089-c8aa59b32363,ES1978062382387840915970,primary,2023-11-02,63.08
93fd472e-ac38-454c-bf37-3159ea7f0622,ES8874017322291149771601,primary,2022-08-14,77.37
ad1804c2-1bad-4193-b520-ee7ad9ab58b6,ES4525041329963487262406,primary,2022-09-22,75.78
0f20f032-6c9c-4b9c-b936-d5f1358e1824,ES1347370062553947276027,primary,2023-06-02,76.42
d143c8d8-985f-4db8-bfc0-bf0b0595669c,ES3509446678256558378884,joint,2023-05-11,62.11
76f8e811-c108-471a-8fdc-0372f89cf1d7,ES2383758411397772893103,primary,2025-01-11,84.83
ffec2b1c-5f24-41a6-876a-a7ac8128b0bd,ES6400219614303716501659,joint,2023-12-29,86.3
b6f66cef-5d58-44b9-8016-a2dd8f29ec63,ES0817564670499638312983,joint,2024-09-01,70.38
8d1cef1a-9cfe-4603-8e16-e847af6d21cf,ES8858515439183191285680,primary,2024-12-10,93.97
9840d984-66f9-4bad-bcea-5bad880ea476,ES1797425448539637465962,primary,2022-06-01,68.41
dc4fdb09-80d1-4cf0-951c-36a9001aa74e,ES5725826054934688931276,joint,2024-08-26,60.69
e952c205-5f1a-4366-aee1-a141f8183ded,ES4176434043300196108025,joint,2022-04-24,54.11
915a2260-62e5-4c7a-938e-da85dbccbf63,ES7341626074533787943578,joint,2022-10-07,64.58
3f20d139-1a92-458f-a6cb-f5a939bb50aa,ES7656721172663341609187,primary,2023-08-21,67.73
48a0959c-35f7-4372-875f-53271503fa0e,ES6944917967329929588040,joint,2022-09-10,93.31
4deb7908-baef-4f22-9da5-6cd65e70ac5d,ES4833375129241264134404,joint,2024-04-10,89.43
e9f3cacf-9994-4ac8-8c67-2065fe32078e,ES5319532150623619878641,joint,2024-04-03,67.0
3d391133-7fef-4cee-9b8a-c0e92a3f3a58,ES4833375129241264134404,joint,2022-06-29,59.58
874b0fd6-8cd7-4ad7-ac1b-807ab2cd342d,ES4071840474767686829916,primary,2025-01-15,83.43
0e437d60-1eb8-492c-a3e8-e4ac3c5c20f5,ES1123128589283269710138,joint,2025-01-21,70.56
01ed95c9-5f12-4310-9240-f5e2972f116e,ES1222972870542244808449,joint,2023-05-14,75.65
94002b70-4458-4a69-9bb4-da1de131a1bf,ES6337854064657423717933,primary,2023-12-26,88.6
42fa07d4-ad8f-4c48-bcbd-fa4b96580ac4,ES0361275371475155876321,joint,2023-06-15,62.07
4cdf0a7a-d869-40e3-a60b-4935f0365c3f,ES9791269881012245319848,primary,2022-08-04,91.52
001ba178-08f0-4f21-96e4-04ee497dcb53,ES9204080759749504293648,primary,2024-07-28,73.28
5aff0dba-5fa8-4d7b-955e-f689188ba7a3,ES1209596357792636793710,primary,2024-03-22,83.68
646440c7-6261-4eb1-9990-1d738ab953f1,ES6531144831313082226109,joint,2023-08-11,84.34
35317a52-230f-45e7-ad9a-d67b1a7640eb,ES2482890595012107492367,joint,2022-10-11,61.94
a5a26e57-8131-4e83-82d9-d7bbfe037198,ES4185913772625820613409,primary,2023-03-18,98.49
9e156b50-d447-42f0-ab65-e02a7d95f4f9,ES4381095708773026845715,primary,2023-03-09,91.43
ab2c1dd2-1138-41db-8dba-5cd795d816ab,ES4639900336156723544000,joint,2022-11-15,94.17
091f4a30-df1c-4272-9202-e571339e0c6c,ES6324922821451420311912,primary,2022-12-17,90.34
b5714cc3-18ff-42ac-a2ff-063adc890ee1,ES5143504341962983695383,primary,2023-03-18,54.73
18fb3b47-d0c6-4387-9fc6-759213651b9a,ES0678828993443532093042,joint,2023-05-28,86.06
f46c1016-a68d-4f2f-91d0-a54736dbaa48,ES8830327189514185348674,primary,2022-03-28,80.32
39afc996-b9c8-478a-810b-64c429deb411,ES5614038501870649028373,primary,2024-11-03,81.54
