accountNumber,deviceId,lastUsed,frequency,isVerified
ES2537213723990860631542,692d38ca-63e6-449e-9763-6926663781e3,2025-01-03 16:52:51.614103,100,False
ES2677557019814584941450,48318d6c-e64b-4b1d-830c-9d479ad1f3c7,2025-01-01 09:09:45.443750,64,True
ES5968405620159763612777,e8165daa-1660-4552-a2c9-1176bd8bfc4d,2025-02-21 05:17:43.984571,74,False
ES4876041064108654317837,2d60dcc4-8110-4d25-837d-63890fecc0c8,2025-02-18 21:21:51.490641,60,False
ES7534658907093142721893,44ebf865-6032-4e80-8dde-0d42d7a50fa6,2025-01-11 04:21:39.467842,53,False
ES4767415671144922124985,3b35275b-b312-40f0-85bf-f6d423f455b4,2025-02-18 10:22:31.333215,14,True
ES1630917122033161240079,d6946c21-469b-4aa5-9834-2c47ae213293,2025-02-08 01:20:57.552070,62,False
ES1816530282459903028782,26b4e332-0223-46a3-bf61-f1d298b522f6,2025-02-11 11:28:47.650223,35,True
ES3108606602116884916355,bdc09a35-239a-4fae-967a-fe9bebefff7f,2025-02-16 00:06:31.509643,14,False
ES8694399505959591858057,d08994ec-fc47-419e-86ff-cdcc2d61c442,2025-02-26 05:14:43.661201,45,True
ES3489153859031191542953,09e1d678-2987-42d5-9e87-935b56bc8a73,2025-01-27 14:31:53.903100,63,False
ES9044889283508382521904,206abb9f-53d6-41bd-afb1-eeb08f85a7e1,2025-02-01 08:01:27.550945,28,False
ES9287008157460150764815,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-01-27 15:40:40.831497,8,False
ES1926008958632373551829,ebab6f19-ed41-45b9-919a-ae887f10a57c,2025-02-06 04:26:03.220981,16,True
ES7671760195595103827764,607aefcb-ac9e-44fa-8265-ffff41abf5f1,2025-01-12 10:53:50.051963,50,True
ES2478233592091157035051,45b8c260-7a56-48be-a3c2-77292ceb4efb,2025-01-12 04:04:25.789448,54,False
ES3200149142199138602156,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-01-20 20:54:45.907862,21,False
ES4265401800268089981220,042ec22b-6a7f-4ead-8e85-37866af28251,2025-02-10 21:50:36.662624,90,True
ES2571184309528108009667,d42c9a0d-52ee-4c96-80d5-1d28d0a371c0,2025-01-12 22:51:26.156119,23,False
ES6167210746204793748474,7efa6bff-2ae8-44e6-8947-ae2b0f3fb5fc,2025-02-15 23:02:31.802315,63,True
ES4309513593239395221412,34de7703-f19b-4c8f-bf68-92a481b6c6b3,2025-01-09 21:42:47.306207,53,True
ES3058071968040121556084,d867dbce-7078-47f4-867a-ae0acc537e80,2025-02-14 15:21:41.697680,54,True
ES5673681569110747113600,1b6d31bf-00a3-4734-b153-0d375bdcc146,2025-02-16 06:24:54.334458,6,True
ES2931784996231298509576,d16825a3-30fa-43c4-bebd-98fc6d9ba71e,2025-01-13 06:30:05.143736,72,False
ES9014770809081211630725,353bf47c-3fcf-4c9a-8361-3fb44ca09769,2025-01-18 01:20:21.525237,59,True
ES3624241517788925819023,41e0cfbd-7476-4e1a-b9cf-e3b946cb432c,2025-02-02 18:00:36.659224,55,True
ES0466168187465792615188,5bbffad5-fc1e-474d-a2ef-8b496af72c09,2025-02-24 02:43:52.344213,93,False
ES2710724337419643059713,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-01-22 18:25:52.551298,2,True
ES0490571827778720653644,4f4008bd-40ff-41ef-9c67-34f31d757665,2025-02-09 10:18:36.438089,70,True
ES5215874571454396005398,fb43d116-27ce-40ac-b3e4-05857fd82d5d,2025-01-31 08:38:31.824474,99,False
ES5673915774716500670391,f1e9a896-84c5-4757-a161-81de93738096,2025-02-01 00:16:53.640574,38,True
ES3201988811555265052736,41ff005a-086c-44d0-becf-e7f2cb2bc6cf,2025-01-15 03:14:28.316596,49,False
ES3941819759818261846015,106e2016-1390-4a6b-9863-434700fb2e18,2025-02-11 08:37:42.581043,63,True
ES2039761002560322103376,53584dce-deca-4fbc-b802-1760125d3a72,2025-01-17 11:35:50.978279,1,False
ES8419504458912328989141,d341096e-6146-4bf1-be82-fe57c9d91bcc,2025-01-02 09:12:46.902001,87,False
ES7627472023103381524417,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-01-19 02:36:15.278353,22,False
ES3585861511980699808284,bafc6d0c-3ab8-497a-bb23-3f269b8ac802,2025-01-20 07:21:12.340947,7,True
ES8515074238872330471533,68e9482d-60dc-4dbd-9525-c5ed2fcf8ea3,2025-01-24 09:38:21.124006,48,False
ES6281203367857077154930,f10da5e7-6635-4742-98fb-a649d4d2b06f,2025-02-24 01:25:36.138463,66,False
ES2972977355777834538160,44f8cb0d-7f1b-4a62-91d2-94ae8d38d2b2,2025-01-09 14:54:05.550337,43,True
ES1559195354161371121799,c9a408ed-6b77-4200-9bff-143cceed6720,2025-01-27 21:41:00.701927,17,True
ES6534193588831909459880,691c2731-02dd-47ff-aa83-db7e5f45903e,2025-01-06 07:50:37.838071,50,False
ES1786940111353806700997,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-02-26 01:05:56.034926,80,False
ES3909212306272101365805,e1086cb0-8763-457b-a010-d13ab2633d2b,2025-01-07 19:20:45.541037,40,True
ES7817784621571201478815,1f76552f-c0b8-4d97-8a3a-e53515e0fde5,2025-02-15 15:47:59.493504,18,True
ES6281262589321311235531,d9a465d9-d7a5-41cd-a826-feed568030a5,2025-02-17 05:02:45.415201,85,True
ES0476918493869578038243,62d35416-84a3-40c2-8b7e-6e4b00d37ddf,2025-01-13 05:54:12.769476,37,True
ES2617691976198340548447,a6ad97e2-8a95-4665-80f9-0bf92b62c755,2025-01-07 18:18:35.565495,49,False
ES9129333308406870864755,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-01-04 13:10:50.334939,23,True
ES0771663225732321594056,3b35275b-b312-40f0-85bf-f6d423f455b4,2025-02-22 17:41:21.189575,4,False
ES2409709056262785875753,1dbe18ca-5e37-4097-957f-4b44168c0d7d,2025-01-06 22:51:55.225272,55,False
ES5155364013640233942795,b6d7bfca-f519-4a3d-a409-698a7e71c196,2025-01-24 16:23:01.883953,83,True
ES6161987475159863886992,65e6dba3-4266-4498-ab39-220641de8fab,2025-02-19 18:19:38.104456,92,True
ES1257700814371449476303,642c68d3-2818-4312-a740-bdeb92edafc3,2025-02-12 04:19:27.160487,79,False
ES4258986851716024061156,015d5bf4-8c8c-45be-b3a1-97644d304284,2025-02-18 08:24:19.321442,11,False
ES5651126801193411703797,f38d6da5-d7e1-48fe-a33a-df5f88d8a5b9,2025-01-05 16:10:39.563746,19,True
ES7341626074533787943578,8242f949-6355-4e57-bb21-8c14e62de7a4,2025-01-11 11:11:40.111584,50,False
ES0916672384957097705552,f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,2025-02-10 19:56:17.383116,51,False
ES0670886968247586882912,858806fb-9634-4400-8b2b-fa2b600f4c2e,2025-02-14 14:47:57.462620,70,True
ES7394621222410622912387,2c5e10c1-e596-4245-b2a4-000acd8a6828,2025-02-14 12:43:25.569799,87,True
ES3116660542514776699375,5f854805-9d80-423a-9b04-a065f5478f62,2025-01-06 03:29:58.651808,54,False
ES6884724267937678919644,a3c4b543-ec83-413d-9308-d06fae2282bf,2025-02-16 13:58:02.070449,88,True
ES9384121935146949451386,f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,2025-02-22 11:10:51.156399,55,False
ES7599111205637764151355,0760a0aa-4b9d-4172-b639-61b5b443675e,2025-01-02 00:08:22.630808,22,True
ES6161987475159863886992,96ad2692-4ba6-403d-ac35-218ebf9b175d,2025-01-09 17:39:48.510314,5,False
ES2732816690151124698902,589d849d-e2b7-48d2-9062-92e2f4e34f17,2025-01-06 20:50:17.844849,88,True
ES9473626625944376556457,607aefcb-ac9e-44fa-8265-ffff41abf5f1,2025-02-02 21:51:33.856087,31,True
ES3539780326206878294923,51bc1b05-4233-406a-bc69-cf261740141c,2025-02-11 00:37:42.196559,47,True
ES0745885563101408593338,eb9821c1-8600-426e-a8e9-19c162eb4895,2025-02-24 19:35:52.962702,49,True
ES8300665798817943000205,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-01-10 04:58:02.300694,34,False
ES7127845622186896434661,d867dbce-7078-47f4-867a-ae0acc537e80,2025-02-14 20:52:42.787305,38,True
ES6281203367857077154930,83eda062-0e09-4764-a225-fac8c53c0fa4,2025-02-01 02:09:47.970335,51,True
ES9473421096228270720024,e0bf4541-51d7-4659-b5cb-24437123a413,2025-01-23 21:57:07.515723,97,True
ES1651851247438643704786,1ad84c3e-47f7-4530-9362-76ebc9c03d3d,2025-02-05 06:48:26.911392,57,False
ES5903655172164597409760,fb737eb4-34eb-4b3a-ba58-2ab8e6c190f5,2025-02-11 07:57:21.453636,60,False
ES1574547579803716582636,7efa6bff-2ae8-44e6-8947-ae2b0f3fb5fc,2025-02-24 07:56:14.681575,40,False
ES3808411248478602816760,d9886695-5c68-4e07-b31a-698583dde74c,2025-01-04 07:11:51.392167,15,False
ES8088899575736585192774,974d95a6-f40c-4bf3-bb20-3f9f32bdb865,2025-01-21 03:23:33.980367,49,False
ES9129333308406870864755,cf34ce72-5b56-4cba-9d85-b7dc72e6476f,2025-02-02 22:32:15.840214,12,False
ES4451913596233072976283,eb3a8483-4440-4e21-8e83-7e795adc52ff,2025-01-28 22:04:11.548933,29,True
ES6316712742005410563685,44ebf865-6032-4e80-8dde-0d42d7a50fa6,2025-02-17 02:21:53.886589,24,False
ES4028244289011652433163,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-01-12 19:51:42.869616,87,False
ES0903390454298556908757,7ed1d52b-7aef-40de-bd20-49d8688d6ed8,2025-01-30 02:36:07.822765,11,True
ES4593485216310701683502,d867dbce-7078-47f4-867a-ae0acc537e80,2025-01-22 22:39:43.571856,18,True
ES6522902728615700293410,9de137b4-2064-41a2-a5c6-83df89b8c44e,2025-01-02 18:12:28.611298,65,True
ES5363200192253803546268,4c8af8bc-edd3-45af-88ce-146b8210309d,2025-02-14 17:10:03.419086,59,True
ES8678964286948279323214,179eaa29-3bc8-4271-aea1-45bf5568efcb,2025-02-15 04:36:17.727431,61,True
ES7300420455265486408770,d341096e-6146-4bf1-be82-fe57c9d91bcc,2025-02-23 06:28:04.069780,43,True
ES9010327256851104163294,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-02-04 23:48:40.988985,80,True
ES5725826054934688931276,435ba4e5-2575-4eed-9c7b-4024257863f8,2025-02-01 13:55:11.177019,69,True
ES8465315543270002038001,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-01-02 15:26:55.236261,8,True
ES1974400961353235622228,4932d1b3-5c17-48da-b33c-699ff3bc4038,2025-01-10 22:31:57.078347,81,True
ES6324922821451420311912,0d22853a-bbff-493f-a9ee-59e1e5aa2b71,2025-02-18 13:10:48.857717,61,True
ES5280358744044530664414,96ad2692-4ba6-403d-ac35-218ebf9b175d,2025-01-11 12:01:41.901480,11,True
ES4028244289011652433163,1c594a8e-edcf-4198-b191-309922c72608,2025-01-31 20:22:46.783458,17,True
ES3825692808414529660603,3065ea43-01b6-48e3-b028-023efe15fcb6,2025-01-29 15:37:27.164056,72,False
ES7589995242464348682278,b4d84898-7e86-434a-886a-f221641d4022,2025-01-05 04:34:32.866880,99,False
ES8900687551731692494324,c8fe9a96-d249-4541-9ead-1f3e6342b3bc,2025-02-22 07:46:43.760144,30,True
ES0714518365470328444413,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-31 16:57:44.677107,71,False
ES5825636638047988632645,cf20398b-7bc9-45cc-ad20-4a5a7c2b6422,2025-01-09 20:34:54.784266,45,False
ES4759792562143731372058,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-01-02 22:19:18.997766,24,True
ES1517403857591446027919,f38d6da5-d7e1-48fe-a33a-df5f88d8a5b9,2025-01-22 13:57:50.097996,21,False
ES5415437632889463373008,aeca94aa-1717-408b-b74f-4d7cac27f5cf,2025-02-16 10:56:12.720083,94,True
ES6787234422393823140945,4668c3b1-d695-410e-a0a8-40aeb0271c61,2025-02-23 04:03:49.600404,67,False
ES3824676931766289490791,c2b2fea4-d922-4710-a45d-6ea212e065af,2025-02-03 15:13:24.721733,13,False
ES5908645044766020984255,85f5ce5a-0839-43cc-a2de-485fa1c93037,2025-02-15 16:23:57.106530,75,True
ES9542882091495441470713,f1d07496-227e-4622-9de5-4da4022c126a,2025-01-14 07:30:40.715415,34,True
ES2323270009703019152799,6ce465e0-f516-43e0-ba0c-1f0a1dde5b4c,2025-01-17 07:49:30.864260,35,False
ES0979083610228001321451,15f3ae40-679e-4447-b8c1-f4c331f6fa29,2025-02-02 15:31:11.634141,34,True
ES1797425448539637465962,2c5e10c1-e596-4245-b2a4-000acd8a6828,2025-01-13 03:42:31.476257,52,False
ES2137250440586916712389,667530e2-4a10-4149-8735-4c6b3bdfba2f,2025-02-12 22:01:50.922295,11,False
ES7434716838783826082333,d08994ec-fc47-419e-86ff-cdcc2d61c442,2025-02-22 21:58:01.464254,23,True
ES7964347594213026626598,a93e759c-e870-49d3-8a6b-ad5e2af862f3,2025-02-12 07:55:30.616071,76,False
ES8524283126034564167158,cf34ce72-5b56-4cba-9d85-b7dc72e6476f,2025-01-31 09:09:50.329490,90,False
ES1059433136275743162867,99b889fa-94e7-45b7-b999-889aaff9e52d,2025-01-17 15:24:20.676687,50,True
ES6463505427724631526297,6ad4ab42-8519-4577-b563-d5d1856e05f6,2025-01-20 01:00:35.355009,96,True
ES0724143818833946585842,09e1d678-2987-42d5-9e87-935b56bc8a73,2025-02-18 11:05:28.576071,44,True
ES5519913544640731010360,6fe0a026-9287-4400-9120-9b6e2cf288eb,2025-01-29 16:43:35.314363,23,True
ES1625671982173384504721,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-02-12 10:14:50.809096,91,False
ES6337228534766458825331,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-01-06 05:22:49.937439,45,False
ES4222764779628062087191,b4d84898-7e86-434a-886a-f221641d4022,2025-01-02 12:04:55.782978,100,False
ES1025911867637584880183,d369dd75-02ae-486b-8484-a9bb1a2a63aa,2025-01-02 12:27:38.897359,23,True
ES2526734560495812750782,2281fb40-9d4c-4340-a685-080ba70c6529,2025-02-21 16:52:05.715605,5,False
ES1310934212671246574374,9ef43cc9-7412-46be-83ba-d4e0fa76923d,2025-02-12 16:56:43.616294,58,True
ES3227034972230944575629,4e4e1da9-47b7-47bd-bd69-6140f49b4978,2025-02-11 13:17:52.427003,15,True
ES2765410814313933870222,edec1e61-83e2-4dd4-afdc-846454ed7840,2025-02-15 01:24:48.090285,67,False
ES2184886087311372681504,44f8cb0d-7f1b-4a62-91d2-94ae8d38d2b2,2025-02-24 15:12:24.316258,26,True
ES4429589532764690137848,990ab483-559e-4155-96ba-c77177104d67,2025-01-03 19:30:54.351321,8,False
ES7661597626888420085296,8b60baa0-0ca6-43ef-bc09-32ab42dfd8cd,2025-01-14 09:33:39.152857,96,True
ES1527630227284747607308,dd2c0907-5492-4aeb-9e2e-7abc60d499be,2025-02-23 13:10:42.710230,73,False
ES3173044234472933785051,a6bdc285-aeda-42c8-adde-57dc1af485eb,2025-02-17 01:55:44.376893,41,False
ES5109517735483354531846,1f82c713-d03f-45e3-a696-f71db0358088,2025-01-07 21:00:00.169737,94,True
ES3363774302719263739268,866a6356-b2dd-41b7-8595-9be4ab2d0f07,2025-01-26 08:02:32.066957,62,True
ES5328008909258436303865,e4f6db52-d2ed-421d-94a1-abfa51c051fe,2025-02-03 19:00:55.720020,90,False
ES8881021624080117597866,39832975-d8ca-4c55-a890-665da9f79b14,2025-01-16 15:10:55.347606,96,True
ES0827254211964834575435,866a6356-b2dd-41b7-8595-9be4ab2d0f07,2025-01-30 07:28:37.088033,9,False
ES5735080262497121454491,4e2adf7e-7a7c-441c-a518-85e4aa64ad23,2025-01-25 02:06:31.078883,11,True
ES7368416511387601792582,a93e759c-e870-49d3-8a6b-ad5e2af862f3,2025-01-20 20:06:52.106938,24,False
ES6945146569512823639477,441eca1b-aafe-48e7-b34b-045478d9fd7f,2025-02-19 00:56:41.804716,50,False
ES4585461925011323662068,cf34ce72-5b56-4cba-9d85-b7dc72e6476f,2025-02-14 21:15:08.148334,89,False
ES6508688179450793566277,690db2d5-cb9f-42f3-845c-02c64e505b77,2025-01-01 13:58:21.289133,64,True
ES8220747398164202396753,62ae4077-a562-413b-8a7d-c65474556251,2025-01-05 16:22:05.351502,94,False
ES4997788396046253973578,45be02e8-1c98-4b62-b168-287850c085b7,2025-01-23 21:07:21.502607,22,False
ES9747406023983988356312,079314df-e500-47ed-a2e6-2b70fcc5214e,2025-01-27 09:52:09.858971,3,True
ES5343474896214137851275,fbaa95b3-05fd-4c39-9462-3e97f3604bdb,2025-02-14 14:42:27.347884,27,True
ES4262416106429485270100,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-16 02:07:55.813666,75,True
ES5118483061527090783173,db9dc2b5-3568-4cfd-91e9-370be3d750d8,2025-01-11 09:17:22.789956,29,True
ES3722636159149236361542,4bcdb43e-20a7-4dae-bb5e-648d1e538c63,2025-02-11 07:23:51.336126,31,False
ES4721449003568954099982,613c4ca1-98f0-43dc-b6c7-9e83713e355d,2025-01-04 17:37:08.296922,43,True
ES4032042695085247134748,c991154e-7fff-4665-abbb-8e2ae88d6533,2025-02-21 16:42:47.915251,9,True
ES0224201880373073508465,c2b2fea4-d922-4710-a45d-6ea212e065af,2025-01-06 08:59:23.697128,62,True
ES8705059932284342216694,da83e09e-787b-4bc4-8613-e1f4ce8d45ac,2025-02-06 16:26:40.938763,76,False
ES2071378570034908224800,8056fb0d-7a48-4902-bd4e-f40572ecfacd,2025-01-14 16:01:48.568264,70,False
ES4205711583941226437541,d4113ba5-e411-4c61-af6f-3d5b765091bf,2025-01-15 03:37:04.359473,68,False
ES8465315543270002038001,58a6a95f-bb92-4c93-98e1-88a16fdd9c67,2025-02-01 13:42:10.270200,10,True
ES7406156489591766461640,25f7cc13-41a2-4fc2-9b7e-94ccb685a135,2025-01-02 07:03:59.144134,96,True
ES1591917455170705957697,48471968-7c48-4380-9378-176b53c8c403,2025-02-21 14:56:06.734865,30,False
ES8036352201653556247038,33032afb-4028-49fa-b88b-e35c37cfef88,2025-01-19 22:08:25.101997,65,True
ES7919329890040210331765,0996678e-52f2-4575-b3ab-5445737af77e,2025-01-14 21:52:30.326742,1,True
ES7919329890040210331765,8569ffd6-6aa2-4d75-9fae-12d4abca228d,2025-01-07 10:39:03.991888,62,False
ES9114983511815952719875,08285ac2-a89e-40fe-8e40-7cf60b1e7912,2025-01-13 02:40:36.314677,37,True
ES1347370062553947276027,ebad5f42-ac04-4d29-80cb-609590dce01d,2025-01-28 06:12:22.124393,59,True
ES9169923448647418304945,02ade3ad-aa93-463c-bb29-2a74781b0b23,2025-01-16 11:11:40.135282,60,False
ES0622243748340843830591,10ae0746-b9f5-4c6b-894a-4ffc06c754dc,2025-02-06 11:07:56.470635,32,True
ES4335102636238060390022,4e2adf7e-7a7c-441c-a518-85e4aa64ad23,2025-01-18 14:56:29.432466,68,False
ES2282835703916656548000,c89b0e8e-db17-495f-96ed-6a6caf3e210f,2025-02-14 12:07:05.726653,9,True
ES1653753485816153224621,44f8cb0d-7f1b-4a62-91d2-94ae8d38d2b2,2025-01-06 18:55:53.351206,92,False
ES0543939602889317424963,9e682587-0df5-4550-a4ef-8b24885e67f7,2025-02-26 08:12:12.105966,34,False
ES7870763603814157174765,e0bf4541-51d7-4659-b5cb-24437123a413,2025-01-15 08:50:07.814946,83,False
ES2491174791671282640309,51bc1b05-4233-406a-bc69-cf261740141c,2025-01-25 09:53:13.287349,16,False
ES6471276310303055163042,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-01-05 14:20:04.717579,22,True
ES9551558648859107434466,d96e19d2-21b2-4bf3-a040-f3df73149311,2025-02-07 12:48:43.935622,33,True
ES9100092272393340080903,8607aed9-8154-4765-8f94-7a1206157d84,2025-01-17 03:36:30.573665,92,False
ES7045757407278798084622,1c3f959d-b042-441e-8848-c46bf2434d05,2025-01-16 08:31:54.334254,9,True
ES9657713102060734375430,435ba4e5-2575-4eed-9c7b-4024257863f8,2025-01-24 17:18:52.454308,78,True
ES2682821298256949155858,a3c4b543-ec83-413d-9308-d06fae2282bf,2025-02-14 15:46:40.294343,14,False
ES2315841346868154497471,e4f6db52-d2ed-421d-94a1-abfa51c051fe,2025-02-04 16:52:53.872563,67,False
ES8453823828900581682706,5844093a-5142-4fc1-8817-bace3f44029d,2025-02-21 12:01:21.984526,42,True
ES5322470174163202919279,9de137b4-2064-41a2-a5c6-83df89b8c44e,2025-01-15 21:36:58.949309,78,False
ES1577607097391088541031,fb43d116-27ce-40ac-b3e4-05857fd82d5d,2025-01-22 09:04:15.126368,51,True
ES3444387743879646223885,6162de4c-04e5-441c-976c-1699f729b6a0,2025-02-02 20:02:26.608981,58,True
ES2201205894275027916105,dd0be824-75db-4bf9-b897-188072b44323,2025-02-24 21:34:19.200418,44,False
ES6619843792025937718152,3c6c261d-759d-49ae-9b42-bb08e99abc93,2025-01-25 00:27:56.641536,64,False
ES7162520422359346117491,3598cce2-8797-472a-8d56-ed50b3d81dee,2025-02-26 05:05:33.094309,66,True
ES8795734425904979212813,831df13f-6042-40c4-b3ef-6025bdc848ef,2025-02-01 03:13:41.915385,56,True
ES3733711312033490219166,6cb51c90-f550-4da4-b353-eb1c42d82bd0,2025-02-21 05:15:25.900456,17,False
ES7325846676701551662386,435ba4e5-2575-4eed-9c7b-4024257863f8,2025-01-14 10:54:32.457381,11,True
ES8261111892521343924279,5413e331-ce5f-4bea-a8e9-093f7be728fb,2025-01-03 15:58:11.148256,85,True
ES3995806552057249624493,08285ac2-a89e-40fe-8e40-7cf60b1e7912,2025-02-08 05:32:59.363790,20,True
ES7668753732502046062207,858806fb-9634-4400-8b2b-fa2b600f4c2e,2025-01-17 07:19:33.012539,67,False
ES7601309909378698310061,ecce16d2-3410-4c68-b0d0-9482af48f47d,2025-01-24 19:56:15.118825,37,False
ES3108606602116884916355,691c2731-02dd-47ff-aa83-db7e5f45903e,2025-02-09 20:25:40.122235,26,True
ES9044889283508382521904,99612011-e4dc-4edb-98a2-201c4335db18,2025-01-19 03:52:05.337135,89,True
ES3199441882974936138270,ed394586-9c56-4469-8d9d-886d90c7e224,2025-01-06 23:20:43.203707,90,False
ES6400219614303716501659,fb43d116-27ce-40ac-b3e4-05857fd82d5d,2025-02-01 04:18:03.119976,10,False
ES1577607097391088541031,c9c01ec0-1bf1-42a4-8043-2a6b20272d58,2025-02-03 13:16:13.442530,15,True
ES2888106859718929811411,de115146-1880-4179-8dd0-ef63d8fac30d,2025-02-22 00:04:02.678366,81,False
ES5695660405706411414466,520722ae-6950-47b5-a0bc-4e3d780710cc,2025-01-23 03:58:44.190314,44,True
ES0598934036196960876162,9679ec0d-1dc5-4988-a423-de118f750fcf,2025-02-05 20:54:13.560669,49,False
ES9384121935146949451386,9bf9e001-9b0a-47e1-a65b-5439a0560bb7,2025-02-23 05:50:13.767568,24,True
ES7338755533073916626547,2a2f6709-f151-49f0-a4ed-6afcf1a09a72,2025-02-04 13:09:31.969632,49,False
ES4309513593239395221412,656bccb0-0291-4fee-bf4b-3f7f053d039f,2025-02-25 06:21:41.070205,79,True
ES8062227088440607228496,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-01-01 17:39:20.423532,84,False
ES8364595964735174171505,19e24a26-ad6b-4035-a2b7-83874de6479c,2025-01-02 11:47:12.674030,38,True
ES1816530282459903028782,724a68f3-0804-4f48-bb0a-2a7470fedc0f,2025-02-05 00:52:19.473349,21,False
ES9099827747175807388388,8945445f-e056-469c-9d0c-b335fef7f9eb,2025-01-30 15:40:31.934651,60,True
ES0598934036196960876162,28de415f-1214-41fb-a4e9-2275202e77a7,2025-02-13 12:12:57.508696,8,False
ES8868064860644912294775,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-02-18 18:49:50.190744,84,False
ES0420438728941200245232,4158888c-002d-45d9-9538-f39e93029b75,2025-01-07 12:02:18.484432,26,True
ES3242954593293445046650,2319f9f0-a1dd-4ca9-ada3-7c44cd59b51b,2025-02-05 04:01:02.536477,62,False
ES3972946371326158755491,4932d1b3-5c17-48da-b33c-699ff3bc4038,2025-01-14 14:33:13.032381,69,True
ES9747406023983988356312,f615751a-f976-4a1c-8137-aa60e0d7681e,2025-01-22 22:27:02.317056,35,True
ES1951558704637311593281,0778000f-2287-43fb-a05c-90772d795ead,2025-02-25 07:45:43.552302,78,False
ES5224835852105030881812,fd45e9b3-5ec2-47c8-8f95-3cede997e7ec,2025-02-16 12:54:31.533216,15,True
ES0496246162069913250400,f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,2025-01-08 00:58:02.030836,9,False
ES8746240738537777191343,bfd74fad-943e-4ebb-ae5d-ca3c54f470af,2025-01-27 12:14:42.800140,48,False
ES8030795464180886557376,991b39af-a5c5-42a2-b1ab-ecb7b63cc4df,2025-01-24 22:08:19.983826,32,True
ES1648715541356419746728,4ab82aae-79a4-47ec-b91b-da2fb02120dd,2025-02-23 19:57:42.319091,73,True
ES4645162730274781554017,f1e9a896-84c5-4757-a161-81de93738096,2025-02-02 20:07:32.940590,16,False
ES4497203622593909755958,434a41ce-a658-44b5-ad25-cc403d363ea6,2025-02-11 15:45:37.639244,71,True
ES2446976755398555736386,9be7ada0-d2e1-44b3-934f-622f8e255d32,2025-02-19 23:16:49.942320,64,False
ES1228186364336808466347,76a02b4c-325a-4c80-b0c6-ecf06cea6a0a,2025-02-12 22:50:26.912111,21,True
ES8547396786030653213514,da83e09e-787b-4bc4-8613-e1f4ce8d45ac,2025-02-01 05:16:46.821219,73,False
ES2233603837036705985599,7d0d6e16-b4e5-4bd3-bcdf-0174038dd11f,2025-02-15 07:30:22.280488,65,False
ES4258986851716024061156,d29058ed-5248-4b27-bd9d-538b63ec1ba3,2025-02-19 02:54:32.343586,15,False
ES4318154408987647612256,abc22a05-eba8-4570-9c4f-eecfd94fb1a1,2025-02-04 07:32:52.071479,55,False
ES7106601971060479189232,ac353596-db0f-4d59-a3e6-f6e83d038411,2025-02-21 09:18:43.778625,46,False
ES1276176369009598865026,28de415f-1214-41fb-a4e9-2275202e77a7,2025-02-24 03:27:50.399081,77,True
ES4074606074444447561782,d96e19d2-21b2-4bf3-a040-f3df73149311,2025-02-23 18:34:54.637464,3,True
ES3671806404647230305979,83eda062-0e09-4764-a225-fac8c53c0fa4,2025-01-30 11:17:39.893646,63,False
ES0283511307256179804986,5d4da68f-c31d-4527-966b-1bd9bc6aa7a1,2025-01-19 03:04:34.710423,52,False
ES2451021739625676745936,e25a43bd-4d7e-4a18-abed-f35f6949f036,2025-01-29 09:52:24.414752,89,False
ES0482794369812453825273,4e25c542-139a-440f-b30c-25fb7c6418e2,2025-01-13 16:14:37.347331,40,True
ES7735419608951267015168,cf20398b-7bc9-45cc-ad20-4a5a7c2b6422,2025-02-05 06:35:56.723038,67,False
ES5418010976654172154505,4932d1b3-5c17-48da-b33c-699ff3bc4038,2025-02-14 01:13:30.563034,28,True
ES4429293857224293852503,6ad4ab42-8519-4577-b563-d5d1856e05f6,2025-01-28 05:12:42.125994,51,True
ES3420240665491075987601,90765049-555a-4d68-8dac-0859f4401d07,2025-01-03 08:34:52.985950,81,True
ES3351853655233464694338,94664378-f84f-469f-b1bd-3589c79d308c,2025-01-27 12:29:37.287633,83,False
ES9100092272393340080903,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-02-24 17:18:42.635353,84,True
ES6232846163389304596927,fad002ee-aa9a-47f3-b2fa-9c6e52b1ca64,2025-01-05 23:50:05.972023,94,True
